1;1;1;4;
3;2;3;2;
3;3;2;6;
5;4;5;7;
5;5;5;1;
6;6;3;5;
6;7;5;9;
7;8;4;1;
8;9;4;5;
8;10;5;2;
9;11;2;9;
10;12;3;8;
10;13;4;9;
13;14;5;4;
15;15;3;9;
15;16;1;7;
17;17;1;2;
17;18;1;4;
17;19;1;7;
18;20;1;5;
19;21;3;6;
20;22;4;8;
21;23;4;6;
21;24;3;2;
21;25;3;3;
24;26;3;4;
26;27;2;7;
27;28;1;3;
27;29;5;5;
32;30;5;6;
32;31;2;4;
32;32;4;8;
32;33;5;5;
33;34;1;4;
33;35;1;8;
34;36;5;7;
35;37;2;3;
36;38;4;6;
36;39;1;7;
37;40;4;10;
39;41;4;1;
39;42;1;8;
39;43;5;4;
39;44;3;7;
40;45;3;5;
40;46;4;10;
41;47;3;6;
41;48;4;7;
42;49;1;3;
43;50;1;9;
46;51;2;7;
47;52;4;9;
48;53;1;3;
50;54;1;5;
50;55;4;10;
51;56;5;3;
53;57;1;1;
54;58;5;7;
54;59;4;6;
55;60;3;4;
56;61;5;8;
56;62;2;5;
56;63;5;2;
58;64;2;4;
59;65;4;6;
59;66;3;5;
60;67;1;3;
62;68;4;9;
62;69;4;6;
62;70;5;5;
62;71;2;9;
65;72;4;8;
65;73;4;10;
66;74;5;6;
67;75;3;2;
67;76;2;3;
68;77;1;5;
68;78;1;10;
69;79;1;8;
70;80;3;9;
73;81;1;5;
77;82;5;5;
78;83;2;3;
79;84;1;2;
81;85;1;7;
82;86;2;2;
83;87;5;5;
83;88;2;9;
86;89;4;4;
89;90;3;7;
89;91;2;1;
91;92;4;2;
94;93;3;4;
95;94;2;1;
95;95;2;9;
95;96;5;7;
95;97;2;4;
98;98;2;6;
100;99;2;9;
100;100;1;9;
