1;1;4;8;
6;2;4;3;
7;3;4;5;
9;4;3;6;
13;5;2;3;
22;6;5;4;
22;7;5;4;
29;8;2;3;
32;9;3;10;
37;10;3;8;
37;11;4;3;
39;12;2;6;
39;13;1;5;
41;14;5;7;
43;15;1;7;
47;16;5;9;
47;17;1;4;
47;18;2;5;
54;19;1;8;
54;20;2;10;
61;21;3;2;
66;22;4;9;
67;23;3;7;
69;24;5;2;
69;25;3;9;
70;26;1;4;
75;27;2;10;
76;28;5;4;
77;29;1;5;
78;30;3;10;
80;31;3;8;
85;32;1;9;
90;33;4;2;
90;34;1;10;
92;35;2;3;
104;36;2;8;
108;37;3;8;
111;38;2;1;
112;39;4;4;
113;40;3;9;
113;41;2;6;
121;42;5;5;
122;43;4;9;
122;44;4;10;
122;45;3;5;
123;46;4;8;
125;47;1;4;
133;48;3;2;
135;49;1;5;
139;50;4;1;
143;51;5;2;
147;52;3;4;
149;53;3;7;
152;54;1;6;
158;55;3;6;
166;56;3;8;
167;57;3;6;
168;58;3;6;
177;59;2;5;
179;60;1;7;
181;61;2;9;
181;62;2;10;
186;63;3;3;
187;64;2;10;
187;65;1;8;
194;66;1;2;
205;67;1;7;
207;68;1;10;
210;69;2;5;
211;70;5;5;
213;71;1;7;
214;72;5;9;
214;73;4;4;
216;74;4;6;
222;75;2;5;
222;76;4;8;
222;77;5;10;
223;78;2;4;
226;79;1;1;
226;80;5;10;
228;81;1;5;
229;82;3;4;
230;83;3;3;
236;84;1;1;
240;85;4;6;
244;86;2;9;
246;87;1;4;
253;88;3;9;
262;89;4;1;
263;90;3;4;
267;91;1;5;
269;92;5;7;
273;93;1;1;
274;94;5;8;
276;95;1;2;
283;96;4;5;
286;97;1;7;
297;98;2;4;
299;99;4;6;
299;100;1;6;
