11;1;1;10;
12;2;3;1;
20;3;3;6;
23;4;4;5;
27;5;5;8;
30;6;2;2;
41;7;2;5;
45;8;5;10;
46;9;1;4;
49;10;1;8;
55;11;1;9;
55;12;4;10;
56;13;5;6;
63;14;1;3;
65;15;2;3;
75;16;5;4;
76;17;3;1;
77;18;5;3;
78;19;5;10;
82;20;2;1;
84;21;1;6;
92;22;2;6;
93;23;2;5;
98;24;1;8;
108;25;3;4;
111;26;5;10;
112;27;5;8;
114;28;1;7;
115;29;2;2;
125;30;4;2;
126;31;1;1;
127;32;1;8;
129;33;3;10;
132;34;5;5;
132;35;2;5;
133;36;3;6;
136;37;2;4;
136;38;3;1;
137;39;3;10;
145;40;2;8;
150;41;3;8;
151;42;4;7;
155;43;3;9;
157;44;2;9;
157;45;4;7;
158;46;5;7;
165;47;1;6;
171;48;4;9;
172;49;4;3;
173;50;2;4;
173;51;3;1;
179;52;4;3;
184;53;2;6;
184;54;5;10;
186;55;4;6;
189;56;5;4;
192;57;4;7;
196;58;1;4;
198;59;2;4;
199;60;4;4;
199;61;3;7;
204;62;5;5;
204;63;4;8;
210;64;3;1;
213;65;1;8;
222;66;3;2;
223;67;3;6;
232;68;3;6;
233;69;3;4;
234;70;3;1;
234;71;1;1;
234;72;5;7;
237;73;5;8;
245;74;1;5;
246;75;3;7;
247;76;1;5;
247;77;1;8;
251;78;4;8;
252;79;1;3;
253;80;4;3;
253;81;1;1;
255;82;2;2;
255;83;4;7;
257;84;1;5;
257;85;2;4;
261;86;2;8;
261;87;5;3;
267;88;2;8;
272;89;1;6;
277;90;1;7;
277;91;3;9;
277;92;4;10;
279;93;1;6;
285;94;4;4;
286;95;2;1;
290;96;4;4;
295;97;1;7;
298;98;5;6;
299;99;3;3;
300;100;2;2;
