5;1;2;10;
6;2;4;3;
10;3;2;3;
13;4;3;1;
21;5;1;10;
24;6;1;6;
26;7;5;10;
28;8;1;9;
29;9;1;7;
35;10;5;9;
36;11;2;1;
37;12;5;8;
46;13;5;2;
50;14;5;7;
55;15;3;4;
55;16;3;3;
59;17;2;1;
59;18;3;4;
63;19;4;6;
66;20;5;2;
76;21;1;8;
77;22;5;9;
88;23;1;10;
92;24;3;3;
94;25;5;10;
94;26;3;7;
95;27;1;4;
95;28;5;8;
97;29;4;3;
100;30;5;5;
105;31;4;1;
105;32;3;1;
107;33;4;10;
107;34;3;8;
109;35;5;7;
110;36;2;9;
110;37;3;6;
110;38;1;8;
116;39;4;3;
118;40;3;2;
120;41;3;6;
123;42;5;6;
125;43;2;9;
126;44;1;9;
128;45;1;5;
134;46;5;6;
136;47;3;6;
137;48;5;4;
142;49;1;1;
142;50;3;4;
151;51;2;5;
155;52;4;9;
156;53;3;7;
162;54;4;7;
162;55;3;6;
167;56;2;7;
169;57;2;5;
172;58;3;10;
174;59;5;8;
174;60;5;7;
175;61;1;4;
183;62;1;6;
187;63;2;2;
195;64;3;4;
196;65;2;8;
197;66;3;9;
199;67;1;2;
203;68;1;1;
212;69;1;3;
212;70;1;2;
214;71;5;2;
215;72;1;10;
216;73;1;9;
216;74;4;9;
218;75;1;8;
222;76;2;4;
222;77;4;10;
226;78;1;10;
228;79;2;4;
230;80;4;3;
232;81;5;1;
241;82;4;1;
242;83;2;10;
244;84;1;4;
246;85;5;9;
247;86;1;2;
251;87;5;6;
254;88;3;3;
256;89;3;1;
259;90;4;5;
261;91;4;4;
270;92;5;6;
281;93;1;4;
282;94;5;2;
284;95;1;3;
285;96;3;6;
290;97;3;10;
290;98;4;2;
295;99;4;1;
295;100;4;1;
