2;1;5;7;
2;2;4;9;
2;3;4;7;
4;4;4;5;
4;5;4;3;
5;6;2;9;
7;7;5;7;
7;8;1;6;
8;9;1;9;
10;10;1;7;
11;11;5;6;
11;12;1;1;
12;13;2;4;
15;14;2;6;
16;15;1;1;
20;16;3;7;
21;17;2;6;
21;18;4;9;
22;19;5;7;
22;20;3;3;
22;21;5;5;
23;22;1;5;
24;23;4;8;
25;24;3;3;
26;25;3;2;
28;26;1;10;
29;27;3;8;
29;28;4;7;
29;29;5;1;
30;30;5;9;
31;31;4;2;
31;32;2;9;
31;33;4;4;
32;34;2;10;
32;35;4;3;
32;36;4;7;
32;37;5;10;
33;38;3;2;
33;39;3;7;
35;40;5;5;
35;41;1;6;
36;42;4;7;
37;43;3;1;
39;44;1;1;
40;45;1;2;
40;46;4;9;
40;47;5;7;
42;48;1;3;
43;49;4;1;
43;50;2;10;
46;51;4;1;
47;52;4;2;
49;53;1;5;
52;54;3;7;
52;55;2;2;
53;56;5;8;
53;57;2;5;
57;58;2;1;
59;59;4;9;
61;60;4;4;
61;61;2;4;
61;62;5;4;
64;63;3;7;
65;64;2;4;
66;65;1;9;
67;66;4;5;
68;67;2;1;
69;68;1;8;
73;69;5;4;
73;70;3;3;
73;71;2;10;
74;72;4;4;
75;73;4;4;
77;74;3;5;
79;75;4;3;
79;76;1;8;
79;77;1;5;
80;78;2;9;
80;79;3;7;
81;80;1;2;
84;81;5;3;
84;82;4;7;
84;83;2;9;
87;84;2;9;
87;85;2;7;
87;86;4;6;
89;87;1;2;
90;88;2;2;
90;89;5;2;
91;90;2;9;
92;91;1;9;
93;92;3;2;
96;93;2;9;
96;94;5;10;
98;95;2;1;
99;96;3;3;
100;97;4;2;
100;98;2;7;
100;99;1;6;
100;100;1;1;
