1;1;5;4;
2;2;5;4;
2;3;5;1;
2;4;2;4;
4;5;2;9;
5;6;2;7;
5;7;2;1;
5;8;3;9;
6;9;4;2;
7;10;1;4;
12;11;3;2;
13;12;1;2;
13;13;3;10;
15;14;2;1;
15;15;1;5;
16;16;4;8;
17;17;2;6;
17;18;3;4;
20;19;2;10;
21;20;3;7;
21;21;4;6;
24;22;2;5;
27;23;3;9;
27;24;5;2;
28;25;5;5;
29;26;4;10;
29;27;3;5;
29;28;4;3;
29;29;5;6;
30;30;5;9;
32;31;2;9;
33;32;5;8;
33;33;1;8;
33;34;2;4;
36;35;1;1;
36;36;2;8;
38;37;2;3;
38;38;4;8;
39;39;3;6;
39;40;2;1;
39;41;5;3;
43;42;3;7;
44;43;5;7;
44;44;1;2;
47;45;1;1;
48;46;3;2;
48;47;2;5;
48;48;2;5;
49;49;3;10;
51;50;4;1;
52;51;4;7;
53;52;1;8;
53;53;4;5;
53;54;4;1;
57;55;4;4;
58;56;4;6;
59;57;4;1;
59;58;2;5;
60;59;1;5;
60;60;1;5;
61;61;1;5;
63;62;4;8;
64;63;1;6;
64;64;3;3;
66;65;3;7;
66;66;3;10;
67;67;4;2;
68;68;5;7;
69;69;3;8;
71;70;1;3;
72;71;5;8;
72;72;2;1;
73;73;3;3;
74;74;4;6;
74;75;5;2;
75;76;5;8;
76;77;5;6;
76;78;3;9;
76;79;3;8;
76;80;1;1;
77;81;5;8;
78;82;4;3;
79;83;5;3;
79;84;2;6;
82;85;1;1;
82;86;3;3;
82;87;4;3;
83;88;2;5;
84;89;4;4;
85;90;3;2;
85;91;5;2;
86;92;1;4;
87;93;5;1;
87;94;2;1;
87;95;4;8;
88;96;5;9;
91;97;1;7;
92;98;1;2;
93;99;5;1;
97;100;4;2;
