1;1;5;3;
1;2;5;10;
2;3;5;2;
2;4;1;2;
3;5;2;7;
4;6;4;9;
4;7;1;8;
4;8;5;8;
7;9;4;3;
8;10;2;5;
8;11;2;2;
8;12;4;6;
9;13;3;5;
10;14;2;4;
10;15;2;8;
12;16;2;9;
13;17;2;8;
13;18;2;1;
15;19;2;10;
15;20;2;9;
16;21;4;4;
17;22;1;8;
17;23;1;3;
20;24;1;3;
22;25;5;8;
23;26;2;9;
25;27;5;10;
26;28;2;3;
27;29;2;2;
28;30;4;10;
29;31;5;3;
29;32;4;9;
33;33;1;6;
34;34;1;6;
37;35;1;6;
38;36;3;4;
38;37;5;2;
38;38;3;10;
39;39;2;6;
40;40;5;1;
41;41;5;6;
41;42;5;9;
42;43;2;5;
43;44;4;4;
44;45;1;2;
45;46;3;10;
45;47;4;5;
46;48;3;1;
46;49;4;10;
49;50;4;2;
49;51;1;2;
49;52;1;3;
50;53;4;4;
51;54;5;7;
53;55;3;1;
53;56;4;3;
54;57;3;4;
54;58;4;7;
56;59;5;7;
56;60;1;9;
58;61;4;3;
59;62;1;10;
61;63;2;8;
61;64;2;4;
62;65;2;10;
62;66;2;1;
64;67;2;6;
64;68;3;10;
65;69;2;9;
67;70;2;10;
68;71;2;3;
68;72;2;9;
68;73;3;3;
68;74;5;2;
70;75;1;6;
71;76;3;1;
72;77;2;6;
73;78;1;7;
74;79;1;7;
74;80;2;10;
75;81;2;3;
77;82;4;7;
81;83;1;4;
81;84;3;7;
82;85;5;10;
83;86;1;4;
83;87;4;2;
83;88;3;6;
85;89;4;6;
87;90;5;3;
88;91;2;3;
88;92;4;9;
89;93;5;5;
89;94;4;6;
90;95;5;3;
95;96;4;2;
95;97;3;9;
97;98;1;6;
99;99;4;3;
100;100;2;1;
