3;1;5;5;
8;2;2;4;
9;3;5;7;
9;4;4;9;
18;5;2;6;
19;6;2;10;
20;7;2;2;
21;8;2;2;
25;9;3;9;
30;10;3;3;
32;11;3;8;
34;12;2;5;
39;13;4;3;
42;14;4;4;
42;15;2;2;
44;16;5;3;
47;17;1;5;
50;18;4;5;
51;19;2;5;
51;20;1;5;
56;21;4;8;
67;22;2;4;
68;23;5;2;
74;24;1;5;
75;25;4;4;
83;26;1;7;
86;27;4;7;
88;28;2;6;
90;29;1;9;
97;30;1;8;
97;31;2;1;
100;32;3;9;
100;33;1;7;
103;34;1;9;
104;35;1;7;
106;36;5;8;
106;37;4;5;
115;38;1;7;
118;39;3;8;
121;40;3;6;
122;41;2;3;
123;42;4;4;
124;43;3;6;
131;44;3;3;
132;45;1;2;
135;46;4;9;
139;47;1;6;
140;48;2;5;
143;49;1;9;
145;50;4;7;
146;51;5;1;
148;52;5;8;
148;53;3;6;
158;54;2;7;
160;55;1;2;
161;56;2;1;
162;57;3;7;
167;58;5;3;
169;59;1;7;
175;60;3;6;
179;61;2;4;
179;62;2;4;
183;63;1;9;
185;64;4;5;
186;65;5;5;
190;66;3;3;
195;67;2;10;
202;68;3;7;
205;69;1;1;
206;70;3;2;
207;71;5;8;
208;72;1;7;
209;73;5;1;
216;74;1;9;
218;75;2;1;
220;76;5;7;
220;77;4;4;
226;78;2;8;
226;79;1;8;
228;80;5;8;
230;81;1;8;
232;82;4;4;
235;83;2;4;
236;84;4;7;
243;85;5;3;
246;86;5;10;
248;87;1;6;
259;88;5;8;
260;89;4;4;
264;90;5;8;
280;91;5;9;
282;92;2;5;
286;93;4;5;
287;94;1;4;
289;95;5;7;
291;96;4;3;
291;97;3;8;
295;98;2;10;
299;99;2;1;
300;100;5;4;
