2;1;4;2;
4;2;4;1;
5;3;3;7;
6;4;5;2;
11;5;1;5;
19;6;3;2;
29;7;5;9;
34;8;1;6;
42;9;3;7;
45;10;4;10;
46;11;5;2;
47;12;2;7;
47;13;3;10;
50;14;1;4;
55;15;1;5;
60;16;2;1;
62;17;5;9;
63;18;4;3;
64;19;2;9;
65;20;4;5;
65;21;1;3;
68;22;2;8;
68;23;3;10;
69;24;2;3;
72;25;4;10;
78;26;4;3;
80;27;5;3;
81;28;3;10;
91;29;3;4;
101;30;1;6;
102;31;3;2;
107;32;4;6;
108;33;5;1;
109;34;4;4;
110;35;1;6;
114;36;3;4;
115;37;5;4;
123;38;4;1;
124;39;2;6;
127;40;3;10;
133;41;5;10;
150;42;4;2;
157;43;4;6;
157;44;4;5;
157;45;3;8;
162;46;4;5;
162;47;2;5;
165;48;3;6;
167;49;2;1;
169;50;3;5;
170;51;5;2;
170;52;2;8;
171;53;4;1;
175;54;4;4;
179;55;5;1;
181;56;3;2;
184;57;4;6;
187;58;3;5;
189;59;2;4;
192;60;5;1;
194;61;5;8;
198;62;5;3;
204;63;2;7;
205;64;3;5;
206;65;3;7;
207;66;3;8;
211;67;2;4;
212;68;5;5;
222;69;4;10;
222;70;2;8;
224;71;5;2;
230;72;1;2;
231;73;3;9;
234;74;5;2;
236;75;5;1;
236;76;5;3;
237;77;2;10;
238;78;3;1;
240;79;2;4;
241;80;4;3;
241;81;5;6;
241;82;4;6;
242;83;5;9;
246;84;4;10;
250;85;3;1;
251;86;3;1;
251;87;5;6;
265;88;1;7;
267;89;3;8;
269;90;1;3;
273;91;2;5;
274;92;1;5;
278;93;1;10;
281;94;2;6;
285;95;2;8;
290;96;5;2;
296;97;2;5;
297;98;3;5;
298;99;3;3;
300;100;5;10;
