4;1;2;6;
9;2;5;2;
12;3;3;1;
12;4;4;5;
13;5;1;9;
13;6;2;6;
15;7;1;3;
22;8;2;4;
29;9;3;7;
36;10;5;1;
42;11;5;7;
45;12;5;8;
46;13;4;3;
47;14;1;2;
59;15;4;10;
60;16;3;9;
63;17;1;2;
66;18;1;5;
71;19;3;6;
71;20;2;6;
71;21;2;3;
71;22;3;2;
80;23;1;9;
88;24;1;7;
93;25;5;6;
96;26;3;1;
99;27;1;2;
100;28;1;8;
109;29;1;3;
112;30;1;10;
121;31;4;6;
123;32;2;6;
129;33;1;9;
132;34;5;4;
135;35;3;4;
136;36;4;5;
148;37;2;7;
151;38;4;6;
154;39;4;4;
163;40;5;3;
170;41;2;8;
170;42;5;4;
173;43;4;6;
175;44;5;2;
176;45;5;2;
179;46;3;5;
182;47;1;8;
185;48;2;6;
185;49;3;7;
186;50;1;10;
187;51;4;4;
193;52;2;1;
194;53;4;6;
199;54;5;7;
206;55;3;2;
208;56;2;4;
209;57;2;7;
213;58;3;10;
213;59;1;9;
214;60;3;2;
219;61;1;9;
219;62;4;7;
219;63;5;1;
219;64;4;6;
221;65;3;4;
223;66;2;9;
226;67;4;10;
227;68;5;3;
229;69;4;1;
234;70;1;9;
236;71;4;8;
241;72;4;10;
244;73;2;9;
245;74;4;9;
247;75;3;5;
247;76;4;8;
252;77;1;1;
255;78;4;5;
255;79;5;7;
256;80;4;4;
267;81;5;9;
268;82;3;4;
275;83;1;5;
279;84;4;4;
281;85;4;7;
281;86;2;2;
281;87;1;10;
283;88;5;2;
285;89;3;5;
285;90;2;8;
285;91;1;8;
287;92;1;4;
288;93;3;7;
288;94;1;6;
289;95;2;6;
292;96;1;4;
294;97;5;9;
299;98;5;7;
300;99;1;6;
300;100;3;3;
