4;1;2;10;
14;2;3;9;
21;3;2;2;
29;4;5;4;
32;5;5;6;
37;6;3;7;
37;7;1;3;
38;8;2;5;
38;9;1;6;
41;10;5;3;
46;11;3;5;
49;12;1;6;
52;13;5;4;
54;14;5;3;
54;15;1;3;
57;16;3;6;
57;17;4;5;
58;18;3;3;
60;19;4;3;
63;20;3;3;
63;21;2;2;
65;22;4;5;
73;23;1;2;
74;24;4;3;
77;25;5;2;
78;26;3;7;
82;27;2;3;
86;28;4;2;
86;29;4;8;
91;30;2;10;
91;31;1;9;
98;32;2;4;
100;33;2;5;
101;34;5;3;
106;35;1;2;
111;36;2;2;
112;37;4;1;
113;38;4;3;
115;39;1;6;
115;40;5;10;
116;41;1;3;
117;42;4;8;
121;43;2;4;
122;44;2;2;
123;45;4;4;
124;46;1;6;
138;47;2;5;
138;48;2;10;
140;49;4;1;
143;50;1;10;
145;51;4;9;
148;52;3;4;
151;53;4;6;
157;54;1;8;
157;55;3;1;
170;56;3;1;
170;57;5;10;
174;58;5;7;
177;59;4;9;
185;60;3;8;
186;61;4;5;
197;62;2;5;
197;63;3;9;
206;64;5;8;
209;65;3;7;
214;66;4;10;
215;67;4;7;
215;68;5;5;
215;69;4;9;
217;70;3;9;
220;71;4;2;
224;72;2;5;
228;73;5;6;
229;74;5;1;
231;75;4;10;
235;76;3;2;
235;77;3;3;
243;78;1;1;
246;79;3;1;
250;80;2;7;
251;81;3;1;
251;82;2;9;
256;83;1;3;
256;84;1;4;
258;85;3;3;
260;86;5;9;
264;87;2;3;
266;88;1;9;
266;89;2;6;
270;90;4;2;
274;91;4;9;
277;92;1;3;
277;93;2;3;
279;94;2;1;
285;95;5;1;
289;96;3;7;
292;97;1;4;
292;98;3;9;
296;99;2;1;
297;100;5;4;
