5;1;4;5;
8;2;1;6;
16;3;4;3;
19;4;4;10;
23;5;2;3;
24;6;3;8;
25;7;3;2;
35;8;3;10;
35;9;1;2;
36;10;1;6;
36;11;2;8;
37;12;1;8;
39;13;2;3;
42;14;3;8;
44;15;2;3;
47;16;5;2;
52;17;4;2;
52;18;1;6;
57;19;5;1;
63;20;5;4;
65;21;5;5;
69;22;3;10;
71;23;1;6;
78;24;1;8;
79;25;1;10;
85;26;5;2;
88;27;2;9;
89;28;2;1;
90;29;2;10;
99;30;4;10;
106;31;2;3;
107;32;4;1;
117;33;1;8;
126;34;5;2;
131;35;1;1;
133;36;1;1;
134;37;4;2;
137;38;2;4;
137;39;2;5;
139;40;5;10;
141;41;1;4;
142;42;5;7;
145;43;1;2;
148;44;5;10;
150;45;5;2;
151;46;2;3;
154;47;2;3;
155;48;1;7;
156;49;4;4;
162;50;2;8;
164;51;5;3;
164;52;5;9;
165;53;4;4;
166;54;2;2;
169;55;3;4;
175;56;2;6;
176;57;2;8;
177;58;1;2;
178;59;4;5;
181;60;5;4;
181;61;2;4;
181;62;4;4;
183;63;5;3;
187;64;3;9;
189;65;5;9;
198;66;2;8;
206;67;5;5;
208;68;2;8;
212;69;1;7;
217;70;4;8;
223;71;2;2;
223;72;4;2;
224;73;1;3;
225;74;1;4;
228;75;1;8;
231;76;4;6;
234;77;4;10;
236;78;5;2;
238;79;3;10;
242;80;2;6;
243;81;4;9;
246;82;3;3;
255;83;1;7;
264;84;4;1;
265;85;1;10;
270;86;3;4;
272;87;1;8;
276;88;2;7;
277;89;3;4;
279;90;4;8;
280;91;5;3;
284;92;2;9;
286;93;4;3;
288;94;3;5;
289;95;2;4;
291;96;2;1;
292;97;5;8;
294;98;1;1;
296;99;1;7;
298;100;2;6;
