1;1;5;5;
1;2;1;7;
2;3;3;10;
2;4;3;9;
3;5;5;5;
3;6;3;6;
4;7;1;1;
4;8;5;1;
5;9;1;2;
7;10;3;7;
8;11;1;8;
9;12;3;2;
10;13;1;6;
13;14;3;8;
13;15;5;6;
16;16;1;4;
16;17;2;6;
19;18;4;7;
22;19;4;3;
25;20;5;9;
26;21;1;1;
26;22;4;3;
27;23;4;6;
29;24;5;8;
29;25;4;7;
31;26;3;7;
31;27;3;2;
32;28;5;3;
33;29;5;4;
34;30;1;2;
34;31;2;5;
35;32;2;3;
37;33;1;10;
38;34;2;8;
38;35;3;7;
38;36;3;1;
40;37;4;9;
42;38;5;2;
42;39;5;9;
43;40;2;3;
43;41;3;7;
46;42;1;4;
46;43;1;10;
47;44;2;1;
47;45;1;1;
48;46;5;4;
48;47;5;10;
50;48;4;9;
52;49;5;7;
53;50;2;10;
53;51;5;9;
53;52;4;10;
57;53;4;2;
59;54;2;1;
59;55;2;7;
59;56;4;2;
60;57;4;1;
66;58;2;5;
67;59;3;1;
69;60;2;1;
69;61;4;5;
70;62;3;3;
70;63;2;7;
71;64;3;8;
71;65;3;4;
71;66;1;8;
72;67;5;5;
72;68;2;4;
76;69;3;1;
76;70;4;3;
76;71;4;1;
77;72;5;1;
79;73;4;1;
80;74;2;1;
80;75;2;8;
81;76;1;4;
81;77;2;7;
81;78;4;1;
81;79;4;10;
81;80;4;10;
81;81;1;2;
81;82;4;4;
82;83;1;4;
87;84;2;1;
89;85;5;6;
89;86;5;10;
90;87;1;2;
91;88;1;9;
92;89;1;8;
92;90;3;5;
92;91;4;7;
92;92;4;6;
93;93;3;10;
94;94;5;1;
94;95;1;10;
96;96;4;2;
98;97;1;3;
98;98;4;9;
99;99;3;8;
99;100;4;7;
