0;1;2;3;4
2;1;3;3;
4;2;3;1;
5;3;1;9;
5;4;3;8;
6;5;3;3;
7;6;5;5;
7;7;1;10;
9;8;3;10;
11;9;1;3;
12;10;2;4;
16;11;1;2;
18;12;4;1;
20;13;2;10;
21;14;4;5;
21;15;3;7;
22;16;2;3;
24;17;5;6;
27;18;4;3;
27;19;3;9;
28;20;5;4;
28;21;5;10;
28;22;2;4;
34;23;1;9;
37;24;4;5;
46;25;3;10;
46;26;4;10;
50;27;5;7;
50;28;1;10;
58;29;4;7;
60;30;5;8;
62;31;2;3;
64;32;2;10;
65;33;1;3;
66;34;4;1;
75;35;1;8;
77;36;1;6;
78;37;3;3;
78;38;4;7;
83;39;2;6;
85;40;3;3;
86;41;1;10;
90;42;3;5;
92;43;1;2;
95;44;5;6;
97;45;5;10;
97;46;5;6;
99;47;5;9;
102;48;1;6;
103;49;4;7;
107;50;2;2;
108;51;2;6;
110;52;3;5;
110;53;3;8;
118;54;3;9;
