0;1;2;3;4
2;1;3;5;
2;2;4;6;
3;3;3;8;
4;4;5;8;
4;5;1;3;
5;6;5;8;
5;7;2;5;
6;8;4;6;
6;9;1;1;
7;10;4;7;
7;11;3;7;
9;12;2;3;
9;13;4;2;
10;14;3;6;
10;15;3;9;
11;16;5;5;
13;17;5;7;
13;18;1;8;
15;19;1;1;
15;20;1;3;
15;21;4;1;
16;22;3;7;
17;23;3;8;
20;24;5;5;
25;25;4;1;
25;26;2;1;
29;27;4;1;
29;28;3;8;
30;29;3;7;
30;30;1;1;
30;31;3;7;
39;32;5;3;
40;33;1;5;
44;34;4;9;
46;35;3;5;
49;36;3;2;
52;37;3;1;
53;38;3;10;
54;39;4;7;
55;40;2;8;
56;41;3;8;
56;42;5;5;
59;43;3;3;
60;44;4;7;
61;45;2;1;
62;46;3;8;
62;47;2;2;
63;48;1;9;
64;49;2;6;
65;50;4;10;
65;51;5;2;
65;52;5;8;
66;53;3;6;
67;54;3;7;
68;55;4;4;
70;56;1;5;
72;57;2;10;
75;58;4;7;
76;59;3;2;
76;60;2;3;
78;61;5;9;
78;62;5;4;
78;63;5;2;
80;64;2;7;
80;65;2;3;
83;66;4;1;
85;67;4;9;
86;68;4;1;
91;69;1;2;
91;70;2;1;
92;71;5;5;
94;72;3;1;
94;73;3;8;
96;74;3;8;
96;75;3;2;
98;76;3;10;
100;77;4;1;
100;78;4;7;
102;79;3;4;
102;80;5;4;
102;81;1;1;
103;82;4;6;
106;83;1;8;
106;84;1;10;
106;85;3;9;
109;86;4;2;
109;87;1;8;
110;88;1;5;
113;89;1;8;
114;90;2;8;
115;91;3;8;
