0;1;2;3;4
2;1;3;6;
3;2;4;7;
5;3;1;9;
5;4;3;6;
5;5;5;3;
6;6;1;5;
8;7;2;5;
10;8;1;10;
10;9;1;2;
14;10;4;4;
16;11;4;6;
16;12;4;9;
17;13;1;3;
17;14;1;9;
22;15;5;7;
22;16;4;6;
30;17;3;4;
30;18;2;6;
31;19;1;10;
31;20;1;10;
31;21;1;3;
32;22;2;7;
36;23;2;4;
46;24;4;2;
46;25;1;8;
48;26;3;3;
49;27;2;10;
51;28;2;2;
51;29;2;6;
55;30;4;7;
55;31;4;7;
55;32;5;8;
56;33;2;2;
60;34;4;2;
61;35;5;1;
62;36;3;1;
67;37;4;8;
67;38;3;2;
67;39;3;9;
68;40;4;6;
69;41;5;8;
73;42;4;2;
73;43;2;8;
75;44;2;6;
76;45;1;6;
77;46;2;10;
79;47;3;9;
81;48;2;2;
83;49;2;5;
83;50;3;2;
84;51;5;8;
85;52;2;9;
85;53;1;8;
86;54;4;3;
86;55;1;10;
87;56;3;7;
87;57;4;3;
90;58;2;3;
94;59;1;2;
97;60;4;8;
98;61;3;5;
99;62;4;4;
99;63;4;4;
101;64;1;8;
102;65;4;4;
103;66;2;6;
104;67;2;5;
105;68;3;9;
107;69;2;4;
107;70;4;9;
108;71;1;9;
108;72;2;6;
109;73;3;2;
111;74;3;4;
112;75;3;4;
114;76;2;7;
115;77;2;10;
116;78;5;4;
117;79;2;5;
118;80;4;8;
119;81;2;2;
119;82;4;2;
