0;1;2;3;4
0;1;2;6;
0;2;2;5;
0;3;3;9;
0;4;3;7;
1;5;5;2;
6;6;2;2;
8;7;4;5;
15;8;5;9;
23;9;1;9;
26;10;1;1;
30;11;3;1;
34;12;3;3;
35;13;4;2;
37;14;4;6;
37;15;3;1;
38;16;1;2;
38;17;3;7;
40;18;5;5;
45;19;1;3;
47;20;5;4;
48;21;3;6;
49;22;5;2;
57;23;3;9;
57;24;1;8;
57;25;2;5;
58;26;2;5;
58;27;5;7;
60;28;2;2;
67;29;4;6;
70;30;3;1;
77;31;4;8;
77;32;3;8;
85;33;5;6;
87;34;2;5;
93;35;5;5;
95;36;1;5;
97;37;1;8;
98;38;3;6;
103;39;3;10;
105;40;3;8;
105;41;1;2;
107;42;2;5;
108;43;4;7;
109;44;1;4;
110;45;3;9;
117;46;4;2;
117;47;1;5;
119;48;2;10;
