0;1;2;3;4
4;1;1;5;
6;2;4;5;
6;3;5;7;
7;4;1;3;
14;5;4;5;
14;6;5;5;
18;7;3;9;
19;8;2;2;
21;9;5;5;
22;10;1;8;
23;11;5;8;
26;12;4;3;
29;13;3;5;
29;14;1;6;
29;15;5;8;
30;16;4;3;
31;17;5;7;
31;18;3;10;
35;19;4;10;
35;20;4;7;
39;21;1;4;
39;22;1;1;
44;23;5;5;
46;24;3;1;
54;25;3;7;
55;26;3;6;
55;27;1;9;
55;28;2;6;
55;29;4;8;
58;30;2;10;
60;31;2;7;
64;32;5;10;
66;33;1;9;
67;34;1;3;
70;35;2;8;
74;36;3;10;
74;37;2;3;
75;38;3;6;
81;39;1;9;
86;40;1;4;
87;41;2;3;
91;42;2;5;
92;43;1;7;
94;44;4;6;
98;45;3;7;
98;46;1;4;
98;47;3;1;
99;48;4;6;
102;49;1;9;
102;50;1;9;
103;51;2;2;
103;52;3;6;
105;53;1;4;
108;54;3;10;
109;55;1;7;
110;56;4;5;
110;57;2;10;
112;58;5;6;
112;59;3;5;
113;60;4;10;
115;61;3;3;
116;62;3;10;
117;63;1;2;
120;64;5;3;
