0;1;2;3;4
0;1;4;5;
0;2;4;9;
1;3;4;10;
7;4;2;5;
8;5;3;9;
9;6;2;10;
10;7;2;8;
12;8;2;9;
17;9;1;7;
18;10;5;2;
19;11;4;8;
21;12;4;4;
22;13;5;1;
23;14;4;9;
25;15;4;9;
27;16;1;10;
27;17;2;3;
32;18;4;3;
33;19;2;9;
34;20;2;8;
35;21;4;8;
36;22;1;5;
41;23;3;3;
43;24;4;1;
43;25;4;6;
48;26;2;2;
50;27;4;5;
52;28;3;10;
54;29;2;2;
55;30;3;9;
57;31;4;10;
58;32;2;7;
61;33;3;9;
62;34;5;7;
63;35;2;1;
64;36;2;2;
68;37;4;10;
70;38;1;1;
75;39;1;7;
75;40;3;5;
76;41;3;7;
78;42;1;8;
82;43;3;3;
82;44;3;10;
84;45;2;6;
85;46;3;10;
85;47;2;6;
91;48;2;8;
92;49;5;1;
92;50;3;5;
95;51;2;8;
96;52;2;6;
98;53;3;1;
98;54;1;5;
98;55;3;1;
100;56;5;1;
101;57;1;6;
105;58;5;8;
113;59;5;4;
115;60;4;2;
119;61;1;3;
119;62;1;5;
