0;1;2;3;4
0;1;5;4;
1;2;4;4;
11;3;2;10;
11;4;1;5;
13;5;4;3;
18;6;2;1;
21;7;1;2;
21;8;5;5;
22;9;1;7;
22;10;1;1;
26;11;2;2;
26;12;5;6;
30;13;2;3;
30;14;2;10;
35;15;4;5;
36;16;1;10;
37;17;4;2;
37;18;2;6;
38;19;2;6;
41;20;4;7;
44;21;1;4;
45;22;3;5;
48;23;5;1;
48;24;2;2;
49;25;4;7;
53;26;4;2;
56;27;3;2;
57;28;2;9;
59;29;3;8;
60;30;3;10;
60;31;2;3;
60;32;4;1;
63;33;5;8;
63;34;4;9;
65;35;3;7;
68;36;2;3;
72;37;4;9;
75;38;3;3;
76;39;4;4;
78;40;5;8;
79;41;2;9;
83;42;3;4;
84;43;3;2;
87;44;1;7;
90;45;3;2;
91;46;4;10;
92;47;2;6;
94;48;3;8;
97;49;5;7;
100;50;2;3;
101;51;1;8;
104;52;3;9;
105;53;2;5;
106;54;4;1;
109;55;4;8;
117;56;4;6;
118;57;1;10;
118;58;3;10;
