0;1;2;3;4
1;1;2;6;
1;2;1;5;
2;3;4;8;
4;4;1;7;
4;5;2;6;
6;6;5;3;
10;7;1;5;
17;8;3;10;
18;9;2;4;
19;10;1;2;
22;11;3;8;
22;12;1;9;
23;13;2;6;
23;14;5;3;
26;15;4;6;
27;16;4;3;
29;17;3;6;
31;18;2;7;
33;19;4;2;
33;20;4;6;
34;21;2;8;
34;22;5;3;
40;23;1;7;
42;24;2;8;
45;25;3;8;
47;26;5;2;
49;27;5;10;
49;28;3;6;
50;29;3;4;
52;30;2;4;
54;31;2;1;
54;32;3;1;
55;33;1;9;
57;34;3;10;
57;35;1;3;
57;36;4;5;
60;37;5;3;
61;38;5;8;
61;39;3;6;
61;40;1;9;
62;41;5;1;
62;42;5;9;
63;43;5;6;
65;44;3;4;
67;45;5;6;
68;46;1;6;
69;47;3;9;
69;48;4;3;
69;49;4;9;
70;50;5;5;
71;51;4;4;
71;52;1;10;
76;53;5;10;
80;54;3;7;
84;55;3;6;
84;56;4;1;
85;57;1;6;
88;58;2;4;
88;59;2;4;
89;60;1;6;
91;61;4;6;
93;62;3;1;
96;63;5;2;
98;64;3;9;
99;65;4;9;
101;66;3;1;
101;67;5;8;
101;68;1;7;
103;69;5;5;
105;70;1;9;
105;71;3;10;
105;72;4;3;
107;73;4;3;
108;74;3;1;
110;75;4;2;
111;76;5;10;
111;77;1;2;
113;78;1;10;
116;79;1;1;
116;80;1;2;
120;81;2;8;
