0;1;2;3;4
3;1;3;6;
4;2;5;10;
8;3;5;5;
9;4;4;1;
12;5;3;3;
16;6;5;7;
22;7;2;8;
22;8;4;7;
31;9;4;2;
32;10;2;9;
33;11;2;1;
37;12;4;1;
39;13;4;10;
40;14;3;10;
49;15;3;8;
53;16;3;2;
58;17;1;4;
63;18;3;4;
63;19;5;3;
64;20;4;5;
64;21;2;8;
66;22;4;10;
67;23;4;2;
67;24;1;6;
71;25;5;2;
73;26;5;3;
75;27;5;9;
78;28;1;10;
79;29;4;9;
79;30;1;3;
82;31;2;2;
83;32;4;2;
87;33;2;7;
87;34;2;3;
95;35;4;5;
98;36;4;4;
99;37;1;4;
99;38;2;3;
101;39;5;2;
108;40;3;9;
109;41;5;5;
112;42;4;1;
114;43;4;10;
116;44;3;9;
120;45;5;7;
120;46;3;3;
