0;1;2;3;4
4;1;2;7;
4;2;1;8;
6;3;3;4;
10;4;1;5;
13;5;5;7;
13;6;4;8;
14;7;4;1;
14;8;1;2;
14;9;5;1;
14;10;1;10;
14;11;3;8;
17;12;5;2;
19;13;3;10;
22;14;4;4;
23;15;3;5;
24;16;2;7;
24;17;2;4;
24;18;2;9;
29;19;1;3;
29;20;1;10;
30;21;1;8;
31;22;5;6;
32;23;5;9;
34;24;3;7;
36;25;1;8;
36;26;5;6;
36;27;4;10;
40;28;3;8;
41;29;3;1;
44;30;2;7;
48;31;5;10;
54;32;4;6;
54;33;3;5;
57;34;3;3;
61;35;5;4;
64;36;3;9;
65;37;2;1;
65;38;1;8;
65;39;3;9;
65;40;5;4;
68;41;5;2;
69;42;3;6;
70;43;4;1;
72;44;2;5;
73;45;4;3;
74;46;3;4;
76;47;1;1;
78;48;4;7;
80;49;2;7;
83;50;3;4;
85;51;1;7;
89;52;2;6;
90;53;4;7;
100;54;3;1;
101;55;5;10;
101;56;3;9;
101;57;1;6;
103;58;2;6;
105;59;4;5;
110;60;5;10;
116;61;4;7;
117;62;2;9;
119;63;5;6;
119;64;3;5;
120;65;1;9;
120;66;1;9;
