0;1;2;3;4
4;1;5;8;
9;2;3;7;
11;3;4;10;
13;4;1;6;
14;5;1;10;
17;6;2;10;
18;7;2;9;
23;8;4;4;
24;9;2;5;
25;10;1;1;
27;11;2;2;
27;12;2;3;
31;13;5;6;
33;14;2;4;
34;15;2;2;
35;16;5;8;
35;17;2;10;
36;18;2;10;
37;19;2;10;
40;20;4;3;
42;21;3;5;
42;22;5;3;
43;23;1;1;
44;24;2;4;
49;25;1;10;
51;26;4;9;
52;27;2;10;
52;28;1;7;
52;29;5;4;
53;30;4;7;
53;31;3;10;
57;32;2;3;
59;33;2;4;
61;34;3;3;
66;35;5;6;
78;36;4;6;
79;37;1;3;
85;38;2;2;
88;39;4;4;
89;40;5;1;
89;41;3;9;
93;42;1;3;
95;43;4;3;
96;44;2;4;
107;45;5;9;
111;46;5;10;
111;47;3;9;
112;48;2;10;
118;49;2;6;
120;50;5;3;
120;51;3;9;
