0;1;2;3;4
3;1;2;4;
5;2;3;7;
5;3;5;4;
6;4;2;2;
10;5;4;1;
12;6;3;1;
13;7;2;8;
13;8;3;9;
14;9;1;9;
14;10;1;3;
16;11;1;10;
19;12;2;1;
19;13;3;6;
24;14;4;5;
26;15;3;1;
28;16;5;4;
28;17;5;9;
31;18;4;6;
33;19;2;2;
33;20;3;10;
35;21;2;5;
35;22;2;8;
37;23;4;6;
39;24;2;3;
41;25;2;6;
41;26;2;6;
41;27;3;8;
41;28;4;8;
49;29;1;6;
49;30;1;3;
49;31;4;10;
52;32;3;8;
52;33;1;6;
57;34;5;8;
58;35;4;7;
60;36;5;6;
60;37;4;7;
61;38;2;10;
63;39;2;8;
63;40;3;4;
65;41;5;1;
68;42;1;5;
71;43;1;7;
73;44;1;6;
75;45;2;6;
76;46;4;2;
78;47;2;5;
80;48;1;3;
81;49;2;3;
83;50;3;6;
86;51;5;1;
88;52;3;3;
90;53;5;10;
91;54;2;5;
91;55;2;4;
92;56;2;1;
92;57;2;1;
92;58;3;5;
93;59;5;4;
93;60;4;3;
94;61;1;5;
95;62;2;3;
96;63;4;1;
97;64;4;8;
98;65;1;3;
101;66;2;8;
106;67;2;3;
108;68;4;6;
110;69;2;4;
112;70;4;2;
114;71;4;4;
114;72;3;7;
115;73;2;6;
115;74;5;1;
118;75;2;6;
