0;1;2;3;4
1;1;1;5;
2;2;4;1;
4;3;2;9;
6;4;4;6;
8;5;3;1;
9;6;3;9;
9;7;5;7;
9;8;5;2;
9;9;4;8;
12;10;2;8;
13;11;2;8;
14;12;2;7;
16;13;2;5;
17;14;4;5;
21;15;1;6;
23;16;3;10;
23;17;5;10;
25;18;5;1;
27;19;3;2;
29;20;1;10;
31;21;2;4;
39;22;4;10;
42;23;4;4;
44;24;4;7;
50;25;1;5;
51;26;4;1;
54;27;4;9;
55;28;1;5;
58;29;5;3;
58;30;4;8;
58;31;5;8;
64;32;4;4;
65;33;3;8;
68;34;2;4;
69;35;4;4;
71;36;5;7;
72;37;3;9;
74;38;1;3;
78;39;3;6;
80;40;5;4;
80;41;1;5;
83;42;4;8;
84;43;5;7;
93;44;5;9;
94;45;5;6;
94;46;4;7;
95;47;4;3;
96;48;2;2;
96;49;3;3;
98;50;5;9;
98;51;4;7;
100;52;2;6;
100;53;5;3;
104;54;1;10;
106;55;2;5;
113;56;4;6;
115;57;3;10;
120;58;3;8;
120;59;3;6;
