0;1;2;3;4
0;1;2;5;
5;2;1;6;
9;3;2;2;
9;4;3;1;
20;5;4;5;
21;6;4;1;
22;7;2;8;
34;8;2;9;
38;9;3;5;
38;10;4;4;
38;11;1;7;
39;12;3;8;
40;13;1;7;
41;14;3;5;
43;15;1;5;
45;16;2;3;
47;17;1;6;
47;18;2;8;
49;19;1;8;
51;20;2;1;
53;21;4;10;
53;22;1;9;
55;23;3;4;
56;24;1;5;
57;25;5;10;
58;26;4;4;
58;27;2;4;
62;28;4;4;
64;29;2;9;
69;30;3;9;
74;31;4;10;
76;32;4;5;
77;33;2;1;
79;34;5;5;
80;35;5;2;
81;36;5;1;
82;37;3;3;
84;38;3;7;
88;39;4;8;
89;40;2;4;
92;41;2;6;
93;42;1;2;
93;43;4;7;
95;44;5;10;
96;45;3;7;
98;46;1;1;
99;47;4;7;
101;48;5;3;
102;49;3;3;
103;50;1;9;
104;51;5;6;
105;52;4;1;
107;53;3;2;
109;54;1;1;
114;55;5;10;
116;56;2;6;
116;57;5;4;
118;58;2;9;
118;59;5;4;
