0;1;2;3;4
2;1;4;2;
4;2;4;9;
5;3;4;5;
6;4;3;8;
9;5;4;4;
11;6;2;2;
17;7;4;1;
17;8;2;6;
17;9;3;1;
17;10;3;6;
18;11;3;8;
18;12;1;7;
22;13;3;4;
22;14;1;6;
24;15;1;2;
24;16;4;7;
25;17;5;10;
27;18;4;9;
29;19;2;7;
31;20;2;8;
33;21;1;7;
36;22;3;8;
38;23;1;9;
39;24;4;2;
40;25;4;9;
45;26;3;10;
49;27;2;10;
50;28;3;8;
50;29;4;2;
51;30;3;7;
52;31;5;9;
53;32;2;10;
61;33;4;2;
63;34;5;10;
64;35;4;4;
66;36;2;2;
66;37;3;10;
68;38;3;1;
71;39;2;8;
75;40;5;7;
78;41;3;10;
78;42;5;2;
80;43;1;5;
84;44;2;6;
86;45;3;3;
88;46;1;5;
91;47;2;4;
95;48;2;10;
99;49;5;5;
100;50;4;4;
106;51;5;8;
106;52;1;9;
107;53;5;4;
108;54;5;7;
110;55;1;8;
111;56;4;9;
111;57;4;5;
112;58;3;8;
114;59;3;4;
116;60;5;8;
118;61;3;7;
119;62;2;6;
120;63;1;8;
