0;1;2;3;4
0;1;1;7;
6;2;4;1;
9;3;2;7;
9;4;3;9;
9;5;3;8;
13;6;2;10;
19;7;1;8;
20;8;1;10;
23;9;2;4;
27;10;4;3;
30;11;2;6;
34;12;4;4;
36;13;2;8;
38;14;2;3;
40;15;3;5;
40;16;5;7;
41;17;1;8;
41;18;1;9;
42;19;2;10;
43;20;4;8;
43;21;5;3;
49;22;2;4;
49;23;2;1;
50;24;1;6;
51;25;2;7;
51;26;4;10;
53;27;4;4;
53;28;1;6;
53;29;2;8;
65;30;5;7;
66;31;4;5;
68;32;2;10;
68;33;2;9;
81;34;5;4;
83;35;4;10;
83;36;4;7;
84;37;4;2;
85;38;4;5;
85;39;1;5;
87;40;4;7;
87;41;5;1;
88;42;2;8;
101;43;2;4;
104;44;3;2;
105;45;3;2;
106;46;4;2;
108;47;3;1;
108;48;3;5;
110;49;4;2;
111;50;4;7;
113;51;1;9;
116;52;5;10;
117;53;5;2;
120;54;3;1;
