0;1;2;3;4
1;1;1;7;
2;2;5;10;
2;3;5;8;
3;4;3;4;
7;5;3;6;
7;6;2;7;
7;7;3;10;
7;8;4;2;
8;9;3;3;
9;10;5;4;
19;11;2;10;
19;12;5;8;
24;13;2;4;
27;14;5;7;
28;15;2;2;
30;16;2;7;
38;17;3;7;
39;18;2;1;
40;19;4;8;
40;20;3;4;
42;21;4;5;
45;22;1;10;
48;23;3;8;
51;24;2;4;
51;25;4;5;
56;26;3;3;
56;27;5;1;
60;28;2;6;
68;29;2;5;
68;30;1;3;
73;31;5;3;
73;32;1;5;
76;33;3;9;
81;34;3;8;
82;35;5;8;
82;36;5;3;
84;37;2;5;
88;38;2;5;
89;39;4;2;
89;40;5;9;
95;41;4;1;
98;42;4;9;
101;43;5;9;
106;44;4;3;
110;45;3;8;
110;46;4;9;
112;47;5;8;
115;48;2;3;
