0;1;2;3;4
0;1;3;5;
0;2;3;4;
0;3;5;7;
2;4;3;7;
4;5;4;10;
4;6;1;7;
7;7;2;6;
9;8;2;4;
11;9;5;8;
12;10;4;9;
14;11;5;1;
15;12;5;2;
16;13;3;1;
18;14;2;2;
21;15;1;4;
23;16;1;8;
28;17;1;8;
30;18;4;7;
31;19;3;2;
33;20;5;10;
34;21;2;6;
37;22;4;7;
44;23;5;7;
45;24;1;9;
45;25;2;7;
46;26;3;1;
54;27;4;10;
55;28;3;3;
55;29;3;6;
55;30;1;4;
61;31;5;10;
65;32;1;1;
67;33;1;3;
68;34;1;4;
68;35;2;4;
72;36;2;1;
75;37;3;8;
75;38;3;9;
77;39;5;6;
78;40;2;5;
79;41;4;2;
80;42;1;4;
81;43;2;8;
84;44;2;1;
85;45;5;4;
90;46;5;2;
96;47;3;8;
96;48;2;8;
99;49;5;6;
100;50;4;7;
104;51;5;9;
104;52;1;4;
110;53;3;6;
115;54;2;2;
