0;1;2;3;4
2;1;3;7;
2;2;2;4;
2;3;3;5;
8;4;1;4;
9;5;4;6;
14;6;1;4;
14;7;1;10;
15;8;4;9;
17;9;2;2;
18;10;3;5;
18;11;3;6;
20;12;2;3;
21;13;4;5;
23;14;5;8;
25;15;1;3;
29;16;1;2;
30;17;3;4;
31;18;3;3;
31;19;5;3;
32;20;2;6;
36;21;3;10;
37;22;4;9;
38;23;5;4;
42;24;2;7;
43;25;5;3;
46;26;4;7;
46;27;3;9;
47;28;3;1;
47;29;2;1;
47;30;4;10;
49;31;3;4;
50;32;4;3;
53;33;5;5;
56;34;3;3;
56;35;5;7;
61;36;3;9;
63;37;1;6;
64;38;4;5;
66;39;3;3;
69;40;4;8;
71;41;2;1;
72;42;5;7;
75;43;2;2;
77;44;4;9;
79;45;1;4;
82;46;5;8;
82;47;5;9;
85;48;3;9;
87;49;2;3;
87;50;5;10;
88;51;4;1;
89;52;5;5;
90;53;5;3;
91;54;4;6;
92;55;2;2;
96;56;3;10;
97;57;5;1;
100;58;2;8;
102;59;4;4;
102;60;1;1;
110;61;5;3;
111;62;1;6;
114;63;2;1;
115;64;5;1;
118;65;1;2;
118;66;4;4;
119;67;5;4;
