0;1;2;3;4
3;1;3;4;
3;2;1;2;
13;3;2;3;
13;4;4;9;
18;5;3;7;
18;6;3;5;
19;7;3;8;
22;8;2;9;
24;9;2;4;
25;10;1;9;
25;11;3;1;
28;12;2;4;
29;13;1;3;
31;14;5;10;
35;15;4;10;
36;16;5;5;
36;17;2;4;
38;18;3;1;
38;19;5;6;
39;20;4;3;
40;21;1;5;
41;22;5;1;
41;23;2;5;
42;24;3;2;
42;25;1;1;
47;26;1;4;
48;27;1;8;
51;28;4;10;
53;29;1;9;
54;30;4;2;
55;31;1;8;
55;32;5;3;
56;33;2;6;
58;34;4;2;
59;35;3;6;
60;36;2;3;
61;37;2;2;
64;38;5;2;
65;39;4;3;
68;40;3;4;
70;41;1;2;
71;42;3;1;
72;43;1;1;
77;44;3;6;
78;45;4;10;
82;46;4;8;
84;47;1;10;
85;48;2;6;
86;49;3;2;
87;50;1;4;
88;51;4;10;
93;52;4;6;
94;53;1;10;
94;54;2;5;
96;55;3;5;
97;56;2;2;
97;57;3;4;
99;58;2;8;
101;59;3;7;
101;60;5;7;
105;61;2;9;
105;62;1;3;
106;63;5;10;
106;64;3;1;
108;65;4;5;
110;66;5;7;
110;67;1;5;
110;68;1;2;
112;69;5;2;
112;70;3;3;
113;71;4;1;
115;72;2;5;
116;73;3;5;
116;74;4;4;
118;75;1;4;
119;76;2;9;
120;77;5;3;
120;78;4;8;
120;79;2;1;
