0;1;2;3;4
0;1;3;5;
1;2;5;9;
3;3;5;8;
4;4;2;9;
4;5;1;7;
9;6;2;3;
10;7;5;3;
10;8;1;6;
12;9;4;2;
13;10;4;3;
14;11;5;3;
15;12;4;10;
16;13;2;10;
16;14;5;8;
18;15;2;9;
21;16;4;8;
22;17;5;5;
23;18;1;5;
25;19;1;3;
26;20;2;9;
26;21;5;1;
26;22;4;9;
27;23;4;3;
27;24;2;1;
29;25;4;5;
30;26;5;9;
31;27;5;7;
32;28;4;10;
32;29;2;8;
33;30;3;1;
35;31;1;9;
35;32;4;2;
38;33;1;6;
40;34;5;1;
41;35;3;9;
42;36;1;6;
42;37;5;5;
43;38;1;6;
44;39;2;3;
44;40;1;6;
45;41;2;9;
49;42;4;10;
50;43;1;3;
51;44;3;6;
52;45;1;3;
53;46;1;8;
56;47;1;9;
57;48;4;3;
58;49;4;2;
58;50;5;10;
61;51;1;6;
61;52;3;1;
63;53;2;1;
64;54;3;1;
68;55;5;7;
70;56;2;9;
70;57;1;7;
71;58;2;2;
71;59;1;7;
71;60;5;7;
72;61;3;8;
74;62;3;9;
74;63;2;4;
75;64;4;1;
77;65;3;1;
80;66;1;2;
81;67;4;9;
83;68;5;7;
86;69;1;9;
86;70;2;4;
87;71;1;10;
87;72;4;5;
88;73;2;3;
88;74;2;1;
92;75;2;9;
95;76;4;2;
97;77;5;4;
101;78;5;3;
101;79;1;3;
101;80;2;7;
101;81;4;9;
105;82;2;8;
106;83;3;2;
108;84;2;9;
114;85;3;9;
115;86;2;6;
115;87;1;8;
117;88;1;10;
119;89;1;2;
