0;1;2;3;4
0;1;4;8;
0;2;5;1;
1;3;1;9;
1;4;5;7;
2;5;2;10;
3;6;3;6;
3;7;3;5;
4;8;3;1;
4;9;2;10;
4;10;2;7;
7;11;3;4;
10;12;5;10;
12;13;2;1;
14;14;3;9;
15;15;3;3;
16;16;4;4;
16;17;2;2;
17;18;2;6;
18;19;2;4;
19;20;1;8;
20;21;1;1;
22;22;4;10;
22;23;1;6;
22;24;1;8;
23;25;3;7;
25;26;5;5;
26;27;3;2;
31;28;5;2;
33;29;2;7;
33;30;1;4;
36;31;2;2;
38;32;2;2;
38;33;4;1;
40;34;1;9;
41;35;2;4;
43;36;5;4;
44;37;5;3;
45;38;5;4;
46;39;3;4;
47;40;4;4;
50;41;2;3;
50;42;3;10;
50;43;2;1;
52;44;4;10;
52;45;4;10;
52;46;3;3;
54;47;1;3;
55;48;1;5;
56;49;3;5;
59;50;5;1;
62;51;1;4;
64;52;1;5;
65;53;2;3;
67;54;3;4;
67;55;2;9;
67;56;4;5;
68;57;1;1;
69;58;1;2;
71;59;4;2;
71;60;3;1;
73;61;3;3;
73;62;3;5;
73;63;1;6;
74;64;2;6;
75;65;4;5;
79;66;2;9;
81;67;5;10;
84;68;1;2;
88;69;1;4;
88;70;3;1;
90;71;1;7;
91;72;4;1;
95;73;5;8;
98;74;3;7;
98;75;1;8;
100;76;5;3;
101;77;2;4;
101;78;3;1;
102;79;2;6;
105;80;4;6;
106;81;3;4;
111;82;1;7;
114;83;2;3;
116;84;2;4;
117;85;3;7;
117;86;5;4;
118;87;3;8;
118;88;2;4;
120;89;3;5;
