0;1;2;3;4
0;1;1;2;
1;2;5;9;
2;3;4;9;
2;4;2;3;
3;5;5;1;
3;6;2;4;
7;7;5;3;
9;8;4;8;
15;9;1;9;
15;10;1;6;
17;11;2;1;
21;12;2;6;
22;13;2;3;
22;14;5;10;
24;15;2;10;
27;16;3;9;
28;17;4;9;
28;18;1;9;
28;19;2;5;
30;20;2;4;
30;21;1;3;
31;22;5;4;
38;23;2;6;
39;24;3;7;
39;25;1;7;
42;26;3;2;
43;27;4;1;
44;28;4;1;
46;29;3;2;
49;30;3;9;
49;31;1;6;
50;32;4;7;
52;33;3;4;
58;34;1;1;
61;35;5;3;
61;36;3;8;
62;37;4;3;
63;38;2;7;
65;39;3;1;
65;40;3;7;
71;41;3;2;
72;42;2;9;
72;43;1;4;
72;44;5;2;
74;45;1;7;
74;46;5;4;
79;47;5;3;
81;48;5;7;
82;49;2;3;
83;50;2;8;
88;51;4;3;
88;52;5;7;
90;53;4;10;
90;54;3;3;
92;55;3;7;
93;56;4;7;
96;57;1;8;
98;58;2;2;
100;59;2;5;
101;60;3;10;
108;61;5;10;
110;62;5;4;
113;63;5;7;
118;64;1;7;
