0;1;2;3;4
0;1;3;10;
0;2;1;9;
2;3;1;6;
2;4;5;6;
3;5;3;10;
3;6;1;9;
4;7;5;2;
6;8;2;4;
9;9;3;3;
11;10;4;1;
11;11;1;2;
12;12;5;5;
15;13;4;10;
15;14;4;7;
16;15;2;1;
18;16;5;6;
18;17;4;9;
18;18;1;3;
18;19;2;9;
19;20;5;6;
19;21;2;8;
22;22;3;9;
22;23;3;4;
25;24;3;9;
27;25;4;3;
28;26;4;1;
31;27;4;2;
34;28;5;6;
35;29;4;8;
35;30;5;7;
37;31;3;5;
39;32;2;4;
44;33;1;9;
44;34;2;10;
45;35;4;5;
46;36;3;6;
46;37;3;1;
48;38;3;4;
50;39;4;9;
51;40;4;5;
52;41;4;1;
52;42;4;7;
52;43;1;8;
53;44;4;9;
53;45;4;3;
55;46;3;9;
56;47;4;2;
56;48;5;4;
56;49;1;9;
58;50;2;4;
60;51;1;9;
61;52;1;9;
62;53;2;5;
63;54;3;2;
65;55;1;9;
67;56;2;6;
67;57;4;9;
67;58;1;8;
69;59;2;1;
73;60;1;8;
73;61;1;9;
74;62;2;8;
75;63;1;3;
77;64;5;9;
77;65;2;1;
77;66;3;10;
78;67;5;5;
81;68;2;7;
91;69;1;4;
91;70;5;5;
91;71;1;10;
92;72;1;5;
92;73;3;9;
96;74;2;9;
96;75;4;10;
97;76;5;7;
97;77;5;9;
98;78;2;1;
101;79;1;8;
101;80;1;8;
102;81;1;7;
103;82;3;1;
104;83;3;3;
105;84;4;10;
105;85;3;2;
107;86;1;6;
107;87;3;2;
107;88;2;1;
108;89;1;3;
108;90;4;3;
108;91;4;10;
113;92;4;5;
117;93;2;8;
117;94;5;3;
117;95;2;6;
117;96;4;10;
118;97;5;8;
119;98;2;5;
