0;1;2;3;4
1;1;3;1;
3;2;4;1;
4;3;1;5;
4;4;3;6;
5;5;4;6;
6;6;5;10;
6;7;1;9;
9;8;4;3;
18;9;5;8;
18;10;5;2;
24;11;2;7;
24;12;2;10;
25;13;2;10;
27;14;4;2;
28;15;4;1;
29;16;5;1;
31;17;3;6;
32;18;4;4;
35;19;4;2;
36;20;3;9;
38;21;5;3;
39;22;5;10;
41;23;4;1;
42;24;2;10;
44;25;5;4;
44;26;2;8;
45;27;2;5;
48;28;2;4;
49;29;2;5;
50;30;4;1;
50;31;4;5;
50;32;2;6;
53;33;1;7;
55;34;1;1;
55;35;2;1;
56;36;1;3;
57;37;2;7;
59;38;4;10;
60;39;1;1;
60;40;2;8;
63;41;4;7;
67;42;3;6;
68;43;3;2;
68;44;1;10;
69;45;2;7;
72;46;5;2;
76;47;2;10;
79;48;2;9;
79;49;1;6;
81;50;3;5;
82;51;1;1;
82;52;4;9;
83;53;5;4;
86;54;4;2;
88;55;1;1;
90;56;2;8;
90;57;3;8;
93;58;5;5;
96;59;2;7;
97;60;2;5;
97;61;5;8;
98;62;2;2;
101;63;3;10;
103;64;4;4;
110;65;2;9;
110;66;1;8;
114;67;5;6;
114;68;3;1;
116;69;5;7;
116;70;2;8;
117;71;1;7;
120;72;4;1;
120;73;4;1;
120;74;1;5;
120;75;1;5;
