0;1;2;3;4
1;1;4;6;
3;2;3;2;
4;3;5;4;
6;4;2;7;
11;5;3;1;
12;6;2;4;
13;7;1;10;
14;8;2;9;
14;9;1;8;
15;10;3;5;
17;11;5;4;
18;12;2;5;
18;13;1;10;
20;14;1;10;
21;15;1;3;
23;16;3;10;
23;17;4;10;
26;18;2;8;
39;19;5;2;
40;20;5;10;
40;21;4;5;
42;22;2;6;
44;23;3;5;
46;24;2;5;
50;25;1;8;
57;26;5;1;
57;27;3;10;
60;28;3;5;
61;29;2;1;
61;30;3;7;
67;31;4;1;
69;32;5;2;
74;33;3;5;
75;34;3;3;
80;35;4;2;
81;36;1;1;
84;37;2;6;
90;38;3;2;
94;39;1;7;
97;40;2;5;
97;41;1;10;
104;42;2;1;
104;43;5;9;
109;44;2;4;
111;45;2;2;
114;46;4;8;
120;47;2;2;
