0;1;2;3;4
1;1;2;7;
2;2;2;8;
3;3;1;1;
3;4;4;5;
5;5;3;3;
5;6;4;1;
7;7;3;6;
8;8;1;9;
9;9;5;3;
9;10;2;8;
11;11;4;3;
12;12;3;7;
14;13;4;7;
15;14;3;2;
17;15;5;2;
17;16;1;8;
18;17;4;10;
19;18;5;1;
20;19;1;5;
20;20;1;4;
21;21;3;3;
22;22;4;1;
23;23;2;6;
26;24;2;5;
27;25;3;5;
28;26;1;6;
34;27;4;4;
35;28;3;2;
36;29;4;10;
37;30;1;7;
42;31;1;1;
42;32;3;3;
44;33;2;9;
45;34;3;1;
46;35;2;5;
47;36;2;10;
47;37;5;8;
47;38;2;8;
47;39;4;8;
49;40;3;9;
49;41;5;1;
50;42;2;5;
50;43;3;10;
51;44;5;3;
51;45;5;4;
51;46;2;8;
51;47;3;1;
53;48;5;1;
54;49;5;1;
55;50;2;2;
56;51;5;4;
57;52;4;9;
57;53;3;9;
58;54;2;8;
59;55;4;4;
60;56;3;7;
60;57;3;1;
61;58;4;8;
61;59;5;4;
61;60;3;8;
62;61;1;3;
63;62;3;4;
64;63;3;5;
64;64;3;1;
65;65;2;8;
66;66;5;9;
69;67;5;9;
70;68;5;9;
70;69;1;4;
72;70;4;2;
72;71;1;2;
74;72;3;5;
78;73;3;1;
79;74;5;2;
81;75;5;3;
83;76;4;3;
84;77;1;10;
86;78;1;7;
88;79;1;2;
88;80;2;10;
88;81;1;7;
89;82;3;5;
89;83;4;9;
91;84;3;5;
92;85;4;9;
93;86;4;1;
94;87;4;8;
105;88;5;8;
107;89;3;6;
107;90;1;4;
109;91;2;5;
111;92;3;4;
113;93;1;1;
115;94;5;1;
118;95;1;9;
118;96;5;4;
118;97;3;7;
118;98;2;2;
