0;1;2;3;4
0;1;3;5;
0;2;1;6;
1;3;4;3;
2;4;5;5;
3;5;1;7;
4;6;3;1;
7;7;3;4;
8;8;4;2;
9;9;1;6;
10;10;5;3;
12;11;4;2;
13;12;3;1;
15;13;3;8;
17;14;3;6;
19;15;5;10;
20;16;2;10;
20;17;4;2;
21;18;4;5;
21;19;1;8;
21;20;5;7;
22;21;2;2;
22;22;4;7;
24;23;2;8;
25;24;4;5;
26;25;5;8;
28;26;4;7;
30;27;4;10;
32;28;4;1;
33;29;2;5;
34;30;1;2;
35;31;3;4;
36;32;4;8;
36;33;5;6;
37;34;2;8;
37;35;1;7;
38;36;4;1;
40;37;1;1;
42;38;3;6;
44;39;3;7;
45;40;4;3;
47;41;3;6;
47;42;5;6;
49;43;2;9;
51;44;5;4;
51;45;4;10;
54;46;5;8;
55;47;2;5;
56;48;4;3;
58;49;2;2;
58;50;2;5;
58;51;5;9;
58;52;2;6;
58;53;4;1;
59;54;4;5;
60;55;3;9;
62;56;5;6;
64;57;5;10;
67;58;1;8;
67;59;3;2;
68;60;3;8;
68;61;3;9;
69;62;4;5;
70;63;2;5;
71;64;1;8;
72;65;3;4;
75;66;5;6;
75;67;5;10;
75;68;3;6;
78;69;4;1;
80;70;1;2;
80;71;4;5;
82;72;5;3;
83;73;5;7;
85;74;3;2;
86;75;4;3;
86;76;1;3;
87;77;4;2;
88;78;3;3;
90;79;5;9;
90;80;3;2;
91;81;5;7;
92;82;3;6;
93;83;5;4;
94;84;1;4;
95;85;2;2;
97;86;4;10;
97;87;1;6;
101;88;2;6;
104;89;1;10;
107;90;4;8;
107;91;3;2;
109;92;3;10;
110;93;5;10;
115;94;1;10;
115;95;1;1;
117;96;3;4;
118;97;5;9;
119;98;3;7;
