0;1;2;3;4
0;1;4;10;
0;2;4;5;
2;3;4;4;
6;4;1;2;
6;5;2;10;
9;6;5;1;
12;7;5;4;
19;8;3;2;
20;9;2;3;
21;10;1;3;
23;11;3;2;
27;12;4;10;
31;13;1;9;
32;14;1;7;
36;15;4;3;
42;16;2;7;
47;17;5;6;
48;18;4;8;
56;19;2;6;
57;20;5;5;
58;21;1;5;
59;22;2;4;
60;23;4;9;
63;24;5;9;
66;25;2;6;
67;26;5;5;
69;27;4;9;
72;28;3;10;
74;29;1;2;
83;30;5;9;
85;31;1;5;
90;32;4;10;
91;33;4;7;
93;34;3;9;
95;35;3;2;
98;36;1;3;
99;37;4;4;
101;38;5;7;
102;39;1;10;
103;40;4;7;
103;41;5;7;
103;42;1;3;
104;43;5;3;
106;44;2;3;
106;45;5;2;
113;46;2;6;
118;47;4;6;
