0;1;2;3;4
0;1;4;10;
2;2;1;1;
3;3;5;1;
4;4;3;3;
7;5;2;10;
8;6;1;8;
11;7;5;4;
14;8;2;5;
19;9;1;8;
21;10;2;9;
21;11;1;2;
26;12;3;9;
30;13;4;6;
35;14;4;4;
40;15;1;2;
41;16;1;9;
47;17;3;1;
54;18;2;5;
56;19;3;8;
56;20;1;3;
57;21;1;4;
58;22;3;10;
60;23;5;1;
61;24;1;10;
61;25;1;8;
63;26;2;1;
65;27;5;5;
67;28;2;6;
67;29;1;2;
75;30;2;9;
77;31;5;3;
81;32;1;1;
81;33;1;6;
85;34;5;7;
86;35;4;3;
87;36;1;4;
88;37;2;10;
88;38;2;6;
88;39;1;4;
90;40;3;4;
94;41;1;5;
97;42;2;2;
97;43;2;10;
101;44;4;5;
104;45;4;6;
104;46;5;9;
106;47;3;6;
110;48;5;2;
113;49;5;1;
115;50;2;2;
116;51;4;1;
116;52;3;9;
117;53;2;1;
118;54;2;7;
119;55;5;8;
