0;1;2;3;4
0;1;5;10;
2;2;3;7;
2;3;5;6;
3;4;2;5;
4;5;3;1;
6;6;5;8;
6;7;2;8;
7;8;2;2;
7;9;5;7;
7;10;1;1;
13;11;1;6;
15;12;1;7;
16;13;3;10;
17;14;2;8;
17;15;3;2;
19;16;2;4;
19;17;2;3;
22;18;3;5;
23;19;4;4;
24;20;4;8;
24;21;2;9;
26;22;4;8;
27;23;5;6;
27;24;1;8;
32;25;1;3;
33;26;5;8;
34;27;1;3;
36;28;5;5;
37;29;5;6;
38;30;4;8;
39;31;3;8;
41;32;5;10;
45;33;5;4;
46;34;5;6;
50;35;4;4;
53;36;3;2;
54;37;3;6;
55;38;1;3;
56;39;3;1;
58;40;5;5;
59;41;5;5;
59;42;3;4;
60;43;1;8;
61;44;5;7;
62;45;4;6;
63;46;2;7;
63;47;1;9;
64;48;4;10;
66;49;2;10;
67;50;5;7;
71;51;5;6;
72;52;5;7;
75;53;2;7;
76;54;4;3;
78;55;5;3;
80;56;2;8;
81;57;2;2;
82;58;2;2;
83;59;4;10;
84;60;5;10;
86;61;5;3;
87;62;2;8;
90;63;1;2;
92;64;2;7;
92;65;4;6;
93;66;1;5;
93;67;2;2;
94;68;2;8;
95;69;5;10;
95;70;5;2;
96;71;1;5;
99;72;1;4;
99;73;1;5;
99;74;3;9;
99;75;2;2;
106;76;4;4;
107;77;2;4;
110;78;4;2;
110;79;4;9;
111;80;1;3;
112;81;4;9;
118;82;1;3;
