0;1;2;3;4
3;1;2;7;
6;2;2;5;
11;3;2;8;
12;4;2;2;
12;5;2;3;
14;6;4;2;
15;7;1;8;
18;8;2;6;
19;9;4;8;
23;10;5;8;
23;11;4;10;
25;12;4;2;
26;13;2;6;
26;14;2;2;
30;15;3;8;
31;16;2;1;
33;17;3;6;
38;18;5;6;
39;19;4;2;
40;20;5;5;
53;21;4;4;
56;22;2;5;
57;23;1;4;
60;24;4;9;
60;25;3;7;
62;26;3;4;
64;27;5;6;
64;28;2;4;
66;29;5;2;
70;30;1;10;
75;31;2;4;
76;32;4;3;
78;33;3;1;
82;34;4;8;
83;35;5;1;
84;36;3;5;
86;37;5;5;
88;38;5;2;
92;39;1;7;
92;40;5;9;
96;41;4;3;
98;42;4;9;
99;43;1;8;
100;44;4;5;
103;45;1;8;
105;46;2;10;
106;47;4;6;
113;48;3;4;
116;49;2;7;
117;50;4;4;
118;51;5;3;
