0;1;2;3;4
0;1;4;5;
0;2;1;8;
0;3;5;2;
2;4;3;7;
6;5;1;7;
6;6;3;9;
7;7;4;8;
9;8;3;6;
9;9;5;10;
11;10;3;3;
12;11;1;2;
12;12;5;5;
13;13;3;3;
14;14;2;1;
15;15;1;5;
17;16;5;1;
18;17;2;8;
18;18;1;2;
22;19;5;5;
26;20;5;1;
28;21;2;2;
29;22;3;5;
30;23;3;5;
30;24;4;6;
31;25;4;1;
32;26;2;7;
35;27;1;2;
37;28;4;3;
38;29;5;1;
40;30;4;5;
42;31;2;1;
42;32;1;9;
43;33;2;3;
45;34;2;4;
46;35;5;6;
46;36;2;6;
49;37;5;10;
50;38;3;10;
53;39;2;2;
56;40;3;6;
58;41;1;5;
60;42;1;5;
61;43;5;1;
62;44;5;3;
68;45;5;4;
71;46;4;10;
71;47;3;2;
71;48;5;8;
79;49;3;8;
80;50;4;6;
80;51;4;6;
80;52;3;8;
83;53;2;7;
86;54;5;3;
89;55;5;10;
89;56;5;5;
90;57;4;1;
94;58;4;9;
95;59;1;7;
95;60;4;7;
96;61;2;4;
98;62;4;10;
103;63;1;4;
105;64;1;5;
107;65;4;10;
107;66;4;3;
108;67;3;9;
109;68;1;1;
111;69;1;10;
114;70;2;7;
116;71;5;2;
118;72;2;5;
118;73;5;4;
120;74;3;3;
120;75;3;8;
