0;1;2;3;4
2;1;5;8;
3;2;1;5;
4;3;4;9;
14;4;1;10;
14;5;2;5;
15;6;2;1;
15;7;1;6;
17;8;1;4;
22;9;3;6;
25;10;3;4;
29;11;3;5;
29;12;1;1;
32;13;2;6;
35;14;1;10;
36;15;2;9;
42;16;1;5;
43;17;3;4;
48;18;2;4;
49;19;2;2;
53;20;5;8;
54;21;2;4;
54;22;3;9;
58;23;3;2;
62;24;3;6;
65;25;2;6;
65;26;2;1;
67;27;2;9;
77;28;1;4;
77;29;5;9;
78;30;3;5;
85;31;4;3;
86;32;2;9;
86;33;3;4;
87;34;3;10;
92;35;4;7;
94;36;5;6;
95;37;2;8;
96;38;4;3;
100;39;5;1;
100;40;4;8;
101;41;3;1;
105;42;4;2;
106;43;5;4;
107;44;2;2;
110;45;1;3;
111;46;5;5;
111;47;2;2;
112;48;1;2;
114;49;5;7;
119;50;2;1;
