0;1;2;3;4
2;1;4;4;
3;2;4;10;
4;3;5;3;
5;4;3;3;
7;5;3;4;
12;6;1;9;
12;7;5;2;
13;8;1;9;
14;9;3;10;
18;10;3;3;
19;11;2;3;
21;12;4;3;
22;13;2;8;
23;14;5;8;
26;15;5;8;
28;16;3;7;
28;17;2;8;
32;18;4;8;
34;19;5;8;
35;20;2;3;
36;21;5;8;
36;22;5;1;
36;23;2;5;
37;24;5;8;
39;25;5;2;
42;26;3;5;
42;27;3;1;
44;28;2;6;
47;29;4;5;
48;30;1;1;
50;31;2;4;
50;32;1;7;
51;33;5;3;
51;34;2;6;
54;35;3;3;
55;36;2;1;
55;37;5;8;
61;38;5;7;
61;39;4;7;
62;40;1;4;
63;41;2;5;
63;42;1;10;
64;43;2;10;
64;44;1;3;
66;45;2;6;
70;46;4;5;
74;47;4;6;
77;48;4;4;
80;49;1;1;
82;50;2;2;
82;51;1;2;
83;52;1;2;
87;53;3;3;
88;54;5;10;
88;55;5;2;
88;56;5;3;
89;57;2;8;
89;58;4;8;
92;59;1;2;
92;60;5;3;
94;61;2;2;
94;62;3;10;
96;63;5;8;
100;64;1;6;
101;65;2;1;
102;66;1;3;
102;67;2;3;
103;68;3;7;
104;69;4;5;
105;70;4;7;
105;71;3;10;
108;72;2;3;
113;73;2;8;
115;74;5;2;
115;75;3;10;
117;76;1;7;
120;77;1;5;
120;78;3;3;
