0;1;2;3;4
1;1;2;5;
12;2;3;8;
15;3;4;3;
15;4;5;8;
16;5;5;9;
16;6;4;3;
17;7;3;4;
18;8;3;7;
21;9;4;9;
26;10;1;2;
27;11;2;1;
27;12;1;8;
29;13;5;4;
31;14;5;10;
37;15;5;9;
38;16;5;1;
38;17;2;9;
38;18;2;10;
43;19;2;1;
44;20;1;1;
44;21;1;5;
45;22;4;2;
45;23;3;2;
46;24;3;6;
47;25;5;3;
52;26;3;3;
52;27;5;5;
57;28;4;3;
57;29;5;7;
59;30;3;7;
59;31;4;9;
61;32;3;4;
65;33;3;7;
66;34;3;5;
71;35;1;7;
72;36;1;10;
73;37;1;8;
78;38;1;5;
82;39;5;1;
94;40;2;2;
99;41;1;1;
99;42;5;9;
104;43;5;2;
106;44;4;6;
108;45;4;4;
111;46;5;8;
113;47;4;9;
115;48;3;2;
119;49;1;3;
