0;1;2;3;4
0;1;3;1;
1;2;2;10;
2;3;1;8;
2;4;4;10;
8;5;1;9;
9;6;5;4;
10;7;5;10;
11;8;4;1;
11;9;1;3;
14;10;5;6;
15;11;5;10;
22;12;2;9;
24;13;1;6;
25;14;1;8;
30;15;2;8;
31;16;3;10;
32;17;5;2;
33;18;2;3;
34;19;3;2;
36;20;3;6;
37;21;2;5;
38;22;5;10;
41;23;3;3;
45;24;3;7;
48;25;5;4;
51;26;5;2;
52;27;2;5;
53;28;2;3;
53;29;4;1;
54;30;3;7;
55;31;1;6;
55;32;5;7;
58;33;5;10;
59;34;1;2;
60;35;1;5;
66;36;1;3;
67;37;2;2;
68;38;4;6;
68;39;2;1;
68;40;4;8;
71;41;2;1;
71;42;5;6;
78;43;3;4;
78;44;3;1;
80;45;5;3;
82;46;4;4;
84;47;3;1;
86;48;5;2;
88;49;3;5;
92;50;2;10;
92;51;3;10;
93;52;2;4;
96;53;5;7;
97;54;2;9;
97;55;5;8;
99;56;4;9;
108;57;3;3;
114;58;1;2;
114;59;3;10;
118;60;5;1;
