0;1;2;3;4
0;1;1;1;
1;2;4;2;
2;3;5;8;
3;4;4;10;
6;5;4;9;
11;6;4;6;
19;7;1;5;
19;8;5;4;
21;9;5;9;
21;10;1;6;
22;11;1;2;
24;12;4;5;
24;13;4;3;
27;14;4;3;
27;15;4;2;
29;16;4;5;
32;17;5;10;
33;18;3;5;
33;19;5;3;
34;20;5;8;
39;21;5;6;
40;22;1;6;
40;23;1;4;
43;24;5;6;
43;25;3;6;
43;26;2;9;
44;27;4;10;
45;28;3;5;
47;29;3;9;
49;30;2;6;
51;31;1;6;
53;32;2;3;
53;33;3;3;
59;34;3;1;
61;35;3;2;
64;36;5;2;
65;37;5;9;
65;38;3;4;
65;39;1;6;
66;40;1;1;
67;41;2;8;
75;42;3;2;
75;43;4;6;
76;44;3;3;
79;45;4;10;
81;46;4;3;
82;47;3;5;
83;48;4;4;
85;49;4;8;
88;50;5;5;
90;51;1;9;
91;52;5;5;
92;53;4;9;
92;54;1;10;
92;55;4;10;
93;56;5;1;
93;57;2;5;
96;58;1;8;
97;59;3;9;
100;60;2;3;
100;61;5;3;
101;62;2;4;
104;63;5;9;
109;64;4;5;
109;65;5;9;
112;66;5;9;
113;67;3;2;
115;68;1;5;
115;69;1;8;
116;70;5;2;
117;71;2;2;
117;72;4;2;
117;73;5;8;
118;74;2;1;
