0;1;2;3;4
9;1;3;3;
9;2;5;1;
9;3;2;9;
9;4;5;4;
9;5;1;6;
10;6;4;4;
11;7;3;5;
12;8;2;8;
13;9;2;9;
13;10;2;6;
14;11;2;5;
14;12;5;1;
16;13;2;7;
17;14;1;1;
17;15;4;2;
17;16;3;10;
20;17;1;7;
21;18;4;8;
23;19;5;6;
27;20;4;6;
30;21;1;5;
33;22;1;10;
34;23;2;6;
35;24;4;3;
37;25;1;5;
38;26;3;8;
39;27;1;8;
39;28;1;5;
40;29;2;3;
40;30;5;7;
41;31;4;2;
42;32;5;4;
44;33;2;1;
44;34;4;5;
45;35;4;5;
46;36;4;6;
47;37;2;9;
47;38;1;7;
48;39;1;5;
48;40;5;6;
48;41;3;1;
52;42;2;6;
55;43;4;6;
56;44;4;1;
57;45;5;2;
58;46;4;9;
58;47;4;6;
58;48;3;9;
58;49;2;6;
61;50;3;6;
61;51;3;2;
61;52;2;9;
64;53;5;1;
65;54;3;9;
65;55;1;4;
66;56;5;7;
67;57;5;3;
69;58;1;3;
71;59;1;5;
71;60;4;1;
71;61;2;2;
72;62;2;6;
72;63;4;1;
73;64;5;6;
73;65;3;10;
75;66;4;8;
77;67;1;10;
79;68;5;9;
80;69;2;9;
86;70;5;10;
87;71;2;2;
89;72;2;8;
90;73;3;5;
92;74;1;1;
93;75;3;9;
93;76;4;9;
94;77;1;2;
102;78;5;5;
102;79;1;8;
104;80;4;9;
108;81;5;7;
113;82;5;3;
114;83;4;9;
116;84;1;1;
117;85;2;2;
117;86;3;3;
117;87;4;7;
