0;1;2;3;4
4;1;1;2;
6;2;5;2;
6;3;1;2;
7;4;1;1;
7;5;2;3;
8;6;2;8;
15;7;4;7;
15;8;3;5;
17;9;4;1;
17;10;1;9;
19;11;3;2;
21;12;3;10;
25;13;2;9;
27;14;4;3;
28;15;4;9;
29;16;3;9;
31;17;1;6;
35;18;3;3;
35;19;3;2;
37;20;2;9;
37;21;3;3;
37;22;4;10;
38;23;5;8;
39;24;5;3;
39;25;2;3;
42;26;4;7;
42;27;1;5;
42;28;5;5;
43;29;5;10;
43;30;3;8;
49;31;3;4;
51;32;2;9;
51;33;1;9;
53;34;4;4;
53;35;3;5;
56;36;2;1;
56;37;2;1;
58;38;3;5;
61;39;2;9;
61;40;4;5;
63;41;5;1;
63;42;1;2;
64;43;3;3;
65;44;5;10;
67;45;3;2;
67;46;3;10;
69;47;4;8;
70;48;2;10;
71;49;3;3;
71;50;2;5;
73;51;2;8;
73;52;3;9;
74;53;4;10;
74;54;4;2;
75;55;1;2;
75;56;5;8;
76;57;3;3;
76;58;5;6;
77;59;5;8;
78;60;4;3;
80;61;5;4;
81;62;3;1;
84;63;5;3;
85;64;3;10;
87;65;5;4;
87;66;4;8;
87;67;3;3;
88;68;2;2;
90;69;5;2;
93;70;1;5;
93;71;1;9;
93;72;3;10;
96;73;2;5;
97;74;2;4;
97;75;4;9;
97;76;5;5;
98;77;1;5;
99;78;3;10;
103;79;4;1;
104;80;3;7;
104;81;1;9;
107;82;5;1;
109;83;5;7;
109;84;5;1;
112;85;1;3;
113;86;4;7;
114;87;5;10;
116;88;3;1;
