0;1;2;3;4
0;1;3;6;
0;2;5;6;
3;3;5;6;
4;4;4;1;
7;5;4;6;
8;6;2;4;
9;7;5;4;
9;8;1;2;
11;9;5;1;
11;10;5;9;
12;11;5;6;
12;12;4;10;
13;13;3;8;
18;14;3;1;
21;15;3;7;
22;16;2;8;
22;17;5;8;
24;18;4;10;
24;19;1;2;
24;20;2;6;
25;21;2;5;
27;22;2;3;
30;23;3;1;
30;24;4;3;
31;25;2;6;
34;26;5;4;
35;27;3;6;
36;28;5;2;
37;29;4;6;
37;30;5;9;
44;31;2;4;
48;32;3;5;
49;33;1;9;
49;34;4;6;
52;35;5;7;
53;36;5;5;
55;37;4;5;
56;38;5;10;
56;39;2;10;
60;40;2;10;
61;41;5;5;
61;42;5;5;
64;43;3;3;
64;44;2;8;
64;45;1;1;
67;46;3;6;
68;47;2;6;
71;48;1;9;
74;49;2;2;
74;50;5;10;
77;51;4;3;
78;52;2;7;
78;53;4;5;
78;54;3;5;
80;55;3;7;
84;56;3;5;
84;57;3;1;
86;58;5;2;
86;59;1;10;
87;60;3;10;
88;61;1;4;
90;62;4;6;
90;63;1;7;
90;64;4;4;
90;65;2;10;
91;66;1;2;
96;67;3;5;
96;68;2;5;
99;69;5;3;
99;70;5;10;
99;71;1;10;
100;72;1;2;
102;73;5;7;
104;74;3;3;
104;75;4;10;
108;76;1;5;
110;77;5;8;
111;78;1;4;
112;79;3;5;
116;80;3;5;
116;81;5;10;
