0;1;2;3;4
4;1;3;10;
7;2;4;4;
7;3;4;4;
7;4;4;6;
7;5;4;3;
8;6;2;3;
8;7;5;4;
10;8;5;7;
12;9;2;7;
18;10;4;6;
30;11;1;9;
31;12;1;8;
31;13;2;4;
33;14;1;7;
34;15;3;5;
36;16;1;9;
36;17;3;5;
37;18;2;4;
37;19;1;3;
39;20;1;6;
40;21;3;3;
40;22;2;3;
41;23;5;8;
43;24;4;5;
45;25;5;4;
46;26;2;1;
48;27;4;1;
49;28;4;3;
49;29;5;5;
52;30;5;4;
53;31;4;3;
53;32;4;2;
54;33;3;3;
56;34;1;1;
57;35;1;1;
57;36;2;2;
58;37;3;4;
60;38;4;1;
60;39;3;8;
64;40;3;9;
66;41;1;2;
66;42;1;5;
71;43;3;2;
73;44;3;3;
75;45;5;7;
75;46;4;3;
80;47;1;1;
88;48;1;8;
90;49;3;9;
91;50;1;9;
92;51;4;4;
94;52;5;10;
94;53;1;4;
95;54;1;6;
96;55;5;2;
98;56;4;5;
99;57;5;4;
102;58;3;3;
104;59;5;5;
107;60;2;6;
109;61;4;9;
109;62;5;8;
111;63;4;4;
112;64;3;3;
112;65;4;10;
114;66;4;3;
118;67;1;2;
118;68;5;1;
119;69;1;8;
