0;1;2;3;4
6;1;5;5;
8;2;3;4;
10;3;2;4;
16;4;5;3;
16;5;5;5;
19;6;3;10;
19;7;4;3;
21;8;1;3;
21;9;5;4;
22;10;4;6;
29;11;5;2;
30;12;2;5;
32;13;5;4;
34;14;2;10;
36;15;2;7;
40;16;4;6;
45;17;3;8;
45;18;3;2;
45;19;4;9;
47;20;5;8;
50;21;1;8;
52;22;1;9;
54;23;4;4;
55;24;5;3;
60;25;5;2;
62;26;3;1;
63;27;1;4;
64;28;2;1;
64;29;5;2;
66;30;5;7;
69;31;5;2;
69;32;5;2;
70;33;2;3;
71;34;4;10;
78;35;5;1;
78;36;5;10;
80;37;1;6;
80;38;5;6;
81;39;3;4;
81;40;3;10;
81;41;2;5;
81;42;3;5;
82;43;2;9;
82;44;5;4;
83;45;5;8;
84;46;2;1;
87;47;5;6;
90;48;2;10;
90;49;2;3;
91;50;4;2;
96;51;4;8;
102;52;4;2;
103;53;4;4;
106;54;2;8;
107;55;3;4;
107;56;5;5;
109;57;1;4;
112;58;1;8;
112;59;3;6;
116;60;4;9;
117;61;1;6;
117;62;4;4;
118;63;5;7;
119;64;3;8;
120;65;5;9;
