0;1;2;3;4
0;1;4;5;
3;2;1;2;
3;3;2;7;
5;4;2;9;
5;5;1;2;
6;6;1;10;
6;7;4;9;
7;8;2;5;
7;9;3;4;
7;10;1;2;
9;11;3;4;
10;12;5;10;
12;13;2;7;
14;14;2;10;
16;15;4;9;
18;16;4;7;
22;17;3;4;
25;18;5;7;
26;19;4;9;
27;20;3;9;
30;21;5;8;
30;22;3;4;
30;23;2;1;
31;24;4;3;
31;25;3;9;
32;26;5;10;
32;27;3;1;
33;28;3;2;
33;29;1;6;
34;30;2;8;
37;31;1;6;
38;32;5;5;
41;33;2;4;
43;34;1;1;
48;35;3;2;
50;36;2;1;
51;37;4;7;
54;38;1;1;
57;39;2;3;
58;40;5;1;
59;41;1;10;
64;42;1;3;
65;43;4;3;
69;44;4;1;
69;45;2;5;
69;46;1;2;
73;47;4;2;
73;48;1;5;
76;49;4;8;
76;50;5;3;
77;51;3;7;
81;52;4;7;
86;53;5;7;
86;54;5;3;
87;55;4;5;
92;56;1;1;
92;57;5;1;
94;58;5;3;
95;59;2;4;
113;60;3;5;
113;61;5;9;
113;62;5;3;
114;63;5;5;
118;64;4;3;
119;65;5;2;
120;66;2;5;
