0;1;2;3;4
0;1;5;2;
0;2;1;4;
2;3;5;5;
5;4;3;3;
7;5;5;2;
7;6;5;5;
8;7;4;10;
8;8;4;2;
9;9;2;5;
10;10;1;9;
13;11;1;5;
14;12;3;10;
14;13;3;4;
14;14;3;5;
15;15;5;7;
15;16;4;7;
21;17;3;3;
24;18;2;7;
24;19;5;6;
25;20;4;4;
27;21;2;4;
28;22;2;3;
30;23;5;6;
31;24;2;6;
32;25;1;5;
33;26;4;7;
36;27;3;8;
36;28;5;4;
36;29;3;10;
37;30;3;7;
40;31;2;9;
41;32;2;2;
48;33;4;10;
49;34;1;6;
51;35;4;3;
51;36;4;6;
52;37;4;10;
53;38;5;6;
53;39;2;10;
55;40;5;3;
57;41;5;8;
57;42;3;7;
58;43;2;3;
62;44;2;3;
63;45;4;2;
63;46;3;5;
64;47;5;8;
67;48;4;8;
69;49;1;4;
71;50;4;9;
76;51;1;7;
77;52;1;2;
77;53;1;10;
78;54;5;8;
79;55;5;3;
79;56;4;9;
83;57;3;5;
83;58;3;3;
86;59;3;9;
86;60;3;10;
86;61;3;8;
87;62;2;7;
87;63;2;5;
88;64;5;10;
89;65;4;5;
92;66;2;9;
93;67;2;4;
93;68;4;7;
94;69;3;2;
100;70;1;2;
103;71;2;4;
106;72;4;7;
107;73;2;9;
107;74;4;7;
107;75;1;5;
109;76;3;5;
110;77;1;2;
111;78;3;4;
113;79;2;1;
116;80;3;10;
117;81;2;9;
117;82;1;8;
117;83;2;6;
119;84;5;7;
119;85;1;4;
119;86;4;3;
120;87;3;2;
