0;1;2;3;4
2;1;5;1;
4;2;5;3;
5;3;4;10;
18;4;1;9;
19;5;5;1;
21;6;5;10;
21;7;3;6;
22;8;1;7;
23;9;5;1;
24;10;4;9;
30;11;4;2;
31;12;5;5;
31;13;4;6;
32;14;2;5;
33;15;1;2;
35;16;2;4;
37;17;2;9;
40;18;2;1;
41;19;3;6;
42;20;1;7;
42;21;4;9;
44;22;5;6;
45;23;1;9;
46;24;1;10;
47;25;4;5;
49;26;5;9;
51;27;4;2;
53;28;1;1;
53;29;3;1;
54;30;2;1;
54;31;5;7;
63;32;2;7;
67;33;5;7;
67;34;4;10;
68;35;2;1;
68;36;4;1;
70;37;3;9;
70;38;5;7;
75;39;5;9;
75;40;5;6;
78;41;1;5;
78;42;4;3;
79;43;2;2;
83;44;1;7;
85;45;4;4;
86;46;2;1;
87;47;4;9;
93;48;2;8;
94;49;4;2;
94;50;3;5;
95;51;4;2;
105;52;5;1;
109;53;4;6;
109;54;5;3;
110;55;1;3;
114;56;3;10;
115;57;1;2;
116;58;3;6;
117;59;5;3;
119;60;2;7;
