0;1;2;3;4
1;1;4;1;
8;2;4;5;
9;3;3;8;
9;4;4;5;
9;5;1;8;
10;6;5;10;
10;7;2;6;
10;8;5;7;
11;9;5;8;
12;10;4;3;
14;11;1;2;
14;12;5;10;
15;13;1;8;
16;14;1;9;
20;15;3;1;
21;16;4;1;
21;17;3;1;
26;18;3;5;
29;19;3;4;
29;20;5;5;
31;21;3;10;
35;22;4;8;
36;23;5;7;
38;24;3;2;
39;25;2;5;
40;26;1;6;
41;27;2;5;
42;28;2;8;
43;29;3;3;
49;30;5;9;
50;31;4;3;
51;32;4;8;
52;33;5;3;
52;34;4;4;
53;35;1;5;
55;36;3;4;
55;37;1;10;
56;38;4;9;
57;39;4;2;
58;40;1;10;
60;41;2;9;
65;42;1;7;
65;43;5;7;
65;44;3;6;
67;45;3;2;
68;46;3;1;
71;47;3;1;
72;48;3;1;
83;49;1;2;
86;50;2;6;
86;51;3;9;
88;52;4;2;
97;53;4;3;
97;54;4;8;
103;55;3;5;
106;56;1;6;
107;57;5;4;
108;58;5;6;
115;59;3;2;
118;60;1;8;
120;61;2;10;
