0;1;2;3;4
0;1;5;4;
1;2;3;1;
2;3;1;3;
3;4;1;6;
4;5;5;4;
4;6;4;9;
6;7;3;7;
6;8;1;10;
7;9;3;2;
8;10;1;10;
10;11;5;4;
13;12;1;5;
13;13;3;1;
13;14;3;2;
14;15;2;3;
15;16;1;4;
17;17;5;6;
19;18;5;3;
21;19;5;4;
23;20;2;4;
24;21;2;10;
28;22;2;9;
29;23;1;6;
37;24;4;8;
38;25;1;2;
38;26;2;9;
40;27;1;3;
42;28;5;9;
43;29;2;1;
48;30;4;3;
51;31;3;3;
52;32;5;9;
53;33;2;7;
58;34;1;8;
61;35;3;9;
61;36;4;5;
64;37;3;5;
68;38;3;7;
69;39;1;4;
72;40;2;2;
73;41;1;1;
76;42;3;1;
78;43;3;7;
80;44;2;8;
83;45;4;9;
84;46;2;2;
88;47;4;6;
89;48;1;1;
89;49;5;3;
89;50;4;7;
92;51;2;8;
96;52;4;3;
97;53;5;6;
99;54;1;10;
99;55;5;9;
100;56;5;7;
101;57;2;9;
103;58;4;9;
103;59;3;7;
103;60;2;9;
104;61;5;2;
105;62;1;10;
105;63;1;7;
111;64;2;6;
112;65;5;1;
115;66;4;8;
115;67;5;7;
116;68;4;10;
118;69;1;5;
119;70;5;8;
120;71;3;7;
120;72;2;4;
