0;1;2;3;4
0;1;2;8;
3;2;5;5;
5;3;2;3;
7;4;4;2;
8;5;5;5;
10;6;4;2;
12;7;3;1;
17;8;5;9;
18;9;1;10;
21;10;4;2;
21;11;5;4;
28;12;4;4;
28;13;5;4;
30;14;2;8;
32;15;5;9;
32;16;1;2;
33;17;2;9;
35;18;4;10;
47;19;3;5;
47;20;3;4;
51;21;3;5;
53;22;5;9;
54;23;3;10;
55;24;4;8;
58;25;3;7;
59;26;4;5;
59;27;5;8;
62;28;2;7;
66;29;3;6;
67;30;2;8;
73;31;5;9;
75;32;4;10;
77;33;1;3;
79;34;4;5;
81;35;3;4;
86;36;4;9;
87;37;2;5;
88;38;3;4;
88;39;2;8;
91;40;1;3;
91;41;1;1;
92;42;4;5;
92;43;1;7;
94;44;4;4;
94;45;1;5;
97;46;5;1;
100;47;1;8;
102;48;1;2;
103;49;5;3;
113;50;5;9;
114;51;1;5;
120;52;2;6;
