0;1;2;3;4
2;1;1;4;
3;2;2;10;
3;3;1;8;
10;4;5;5;
12;5;2;7;
17;6;1;2;
18;7;4;9;
20;8;3;4;
28;9;2;9;
30;10;5;3;
32;11;1;1;
34;12;1;10;
37;13;4;6;
41;14;1;2;
41;15;4;3;
41;16;2;9;
44;17;1;4;
47;18;5;9;
50;19;2;10;
50;20;2;1;
53;21;5;4;
63;22;2;10;
63;23;4;6;
65;24;1;10;
65;25;4;7;
67;26;3;3;
67;27;1;10;
69;28;1;8;
70;29;1;1;
71;30;2;4;
73;31;3;6;
74;32;4;7;
75;33;4;10;
76;34;3;4;
76;35;2;6;
78;36;4;7;
79;37;3;1;
79;38;2;3;
81;39;4;7;
82;40;3;5;
84;41;4;2;
100;42;5;4;
102;43;2;1;
104;44;5;2;
108;45;4;10;
115;46;4;2;
115;47;4;6;
119;48;1;5;
120;49;1;3;
