0;1;2;3;4
0;1;1;8;
1;2;4;2;
1;3;2;2;
3;4;3;8;
4;5;4;8;
5;6;2;9;
8;7;2;1;
9;8;2;5;
11;9;2;2;
13;10;3;6;
16;11;2;5;
17;12;2;10;
18;13;5;4;
19;14;3;2;
21;15;2;6;
24;16;3;4;
24;17;3;8;
25;18;3;5;
27;19;2;9;
29;20;4;9;
31;21;2;3;
33;22;1;2;
34;23;4;4;
35;24;5;7;
37;25;2;6;
37;26;2;5;
39;27;2;1;
42;28;2;7;
43;29;5;2;
44;30;5;3;
45;31;2;8;
45;32;5;1;
47;33;4;5;
47;34;1;7;
47;35;1;10;
48;36;5;1;
49;37;5;3;
49;38;1;2;
51;39;1;7;
51;40;1;8;
54;41;4;4;
55;42;3;4;
59;43;3;4;
59;44;5;8;
62;45;5;5;
62;46;5;4;
62;47;1;8;
65;48;3;6;
66;49;5;8;
67;50;1;3;
67;51;3;5;
69;52;4;5;
71;53;1;1;
71;54;4;5;
73;55;1;6;
73;56;4;9;
74;57;4;3;
75;58;2;1;
78;59;3;8;
79;60;5;9;
80;61;4;6;
80;62;5;7;
81;63;2;8;
81;64;2;7;
81;65;3;5;
83;66;3;8;
83;67;4;8;
87;68;3;2;
91;69;4;4;
91;70;1;2;
93;71;5;1;
95;72;2;4;
97;73;2;10;
98;74;2;1;
98;75;3;2;
99;76;4;9;
101;77;5;9;
103;78;5;7;
103;79;2;1;
103;80;3;8;
104;81;5;8;
106;82;4;1;
107;83;5;10;
108;84;3;4;
109;85;5;10;
109;86;2;4;
110;87;4;4;
111;88;1;3;
113;89;4;9;
114;90;1;7;
115;91;2;6;
115;92;1;4;
116;93;5;3;
116;94;2;5;
119;95;4;6;
